罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,被害者の性別,被害者の年齢,現金被害の有無
窃盗,ひったくり,新宿,百人町交番,131041,東京都,新宿区,百人町２丁目,2020-07-12,19,道路上,女性,70歳以上,あり
窃盗,ひったくり,新宿,大久保交番,131041,東京都,新宿区,大久保１丁目,2020-06-16,14,道路上,男性,30歳代,あり
窃盗,ひったくり,新宿,大久保交番,131041,東京都,新宿区,百人町１丁目,2020-10-14,01,道路上,男性,50歳代,あり
窃盗,ひったくり,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町２丁目,2020-03-10,18,道路上,男性,50歳代,あり
窃盗,ひったくり,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町２丁目,2020-03-22,01,道路上,男性,40歳代,あり
窃盗,ひったくり,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町２丁目,2020-06-11,00,道路上,男性,20歳代,あり
窃盗,ひったくり,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町２丁目,2020-09-12,20,道路上,女性,20歳代,あり
窃盗,ひったくり,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町２丁目,2020-11-14,21,その他,女性,20歳代,あり
窃盗,ひったくり,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町２丁目,2020-12-26,02,その他,男性,20歳代,あり
窃盗,ひったくり,戸塚,高田馬場駅前交番,131041,東京都,新宿区,高田馬場１丁目,2020-01-18,18,その他,男性,20歳代,なし
窃盗,ひったくり,四谷,,131041,東京都,新宿区,新宿３丁目,2020-06-26,03,道路上,女性,20歳代,なし
窃盗,ひったくり,野方,白鷺駐在所,131148,東京都,中野区,白鷺２丁目,2020-02-02,11,道路上,男性,40歳代,あり
窃盗,ひったくり,杉並,阿佐谷駅前交番,131156,東京都,杉並区,阿佐谷南２丁目,2020-09-22,03,道路上,男性,30歳代,なし
窃盗,ひったくり,荻窪,西荻窪交番,131156,東京都,杉並区,西荻北３丁目,2020-01-26,00,道路上,女性,40歳代,あり
窃盗,ひったくり,荻窪,荻窪駅南口交番,131156,東京都,杉並区,荻窪３丁目,2020-01-30,22,道路上,女性,30歳代,あり
窃盗,ひったくり,池袋,六つ又交番,131164,東京都,豊島区,東池袋２丁目,2020-04-10,17,その他,男性,50歳代,あり
窃盗,ひったくり,目白,東長崎駅前交番,131164,東京都,豊島区,南長崎５丁目,2020-11-28,15,道路上,女性,70歳以上,あり
窃盗,ひったくり,赤羽,赤羽駅前交番,131172,東京都,北区,赤羽南２丁目,2020-01-28,15,道路上,女性,70歳以上,あり
窃盗,ひったくり,赤羽,西が丘交番,131172,東京都,北区,赤羽西６丁目,2020-04-05,01,道路上,女性,20歳代,あり
窃盗,ひったくり,板橋,上板橋駅前交番,131199,東京都,板橋区,上板橋３丁目,2020-04-16,02,道路上,女性,70歳以上,あり
窃盗,ひったくり,練馬,中村橋交番,131202,東京都,練馬区,中村２丁目,2020-04-17,22,道路上,女性,50歳代,あり
窃盗,ひったくり,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉３丁目,2020-10-23,22,道路上,男性,40歳代,なし
窃盗,ひったくり,石神井,武蔵関駅前交番,131202,東京都,練馬区,石神井台７丁目,2020-05-28,20,道路上,女性,40歳代,あり
窃盗,ひったくり,石神井,上石神井駅前交番,131202,東京都,練馬区,上石神井１丁目,2020-03-19,19,道路上,男性,70歳以上,あり
窃盗,ひったくり,石神井,関町交番,131202,東京都,練馬区,立野町,2020-01-14,00,道路上,女性,20歳代,あり
窃盗,ひったくり,石神井,西大泉交番,131202,東京都,練馬区,西大泉２丁目,2020-03-17,11,道路上,女性,70歳以上,あり
窃盗,ひったくり,石神井,富士街道交番,131202,東京都,練馬区,石神井台２丁目,2020-02-03,19,道路上,女性,50歳代,あり
窃盗,ひったくり,光が丘,三原台交番,131202,東京都,練馬区,三原台３丁目,2020-04-15,19,道路上,女性,30歳代,あり
窃盗,ひったくり,上野,御徒町交番,131067,東京都,台東区,上野５丁目,2020-04-15,21,道路上,男性,50歳代,あり
窃盗,ひったくり,西新井,梅田七丁目交番,131211,東京都,足立区,梅田４丁目,2020-12-27,14,道路上,女性,70歳以上,あり
窃盗,ひったくり,西新井,梅田七丁目交番,131211,東京都,足立区,梅田５丁目,2020-11-22,01,道路上,男性,30歳代,あり
窃盗,ひったくり,西新井,梅田七丁目交番,131211,東京都,足立区,梅田７丁目,2020-11-27,11,道路上,男性,50歳代,あり
窃盗,ひったくり,西新井,大師前交番,131211,東京都,足立区,西新井本町３丁目,2020-11-16,13,道路上,男性,70歳以上,なし
窃盗,ひったくり,西新井,鹿浜交番,131211,東京都,足立区,堀之内２丁目,2020-11-16,20,道路上,男性,20歳代,あり
窃盗,ひったくり,西新井,新田駐在所,131211,東京都,足立区,新田２丁目,2020-10-09,13,道路上,女性,65-69歳,あり
窃盗,ひったくり,竹の塚,花畑交番,131211,東京都,足立区,花畑３丁目,2020-02-14,15,道路上,女性,70歳以上,あり
窃盗,ひったくり,竹の塚,花畑交番,131211,東京都,足立区,花畑６丁目,2020-07-03,01,道路上,女性,40歳代,あり
窃盗,ひったくり,竹の塚,花畑交番,131211,東京都,足立区,南花畑２丁目,2020-04-03,18,道路上,女性,60-64歳,あり
窃盗,ひったくり,竹の塚,保木間交番,131211,東京都,足立区,保木間２丁目,2020-04-07,20,道路上,女性,40歳代,あり
窃盗,ひったくり,竹の塚,保木間交番,131211,東京都,足立区,保木間４丁目,2020-01-20,18,道路上,女性,60-64歳,あり
窃盗,ひったくり,竹の塚,西保木間交番,131211,東京都,足立区,花畑５丁目,2020-03-05,02,道路上,女性,50歳代,あり
窃盗,ひったくり,竹の塚,竹の塚駅前交番,131211,東京都,足立区,竹の塚４丁目,2020-01-17,21,道路上,女性,65-69歳,あり
窃盗,ひったくり,竹の塚,竹の塚駅前交番,131211,東京都,足立区,竹の塚６丁目,2020-04-24,23,道路上,男性,20歳代,あり
窃盗,ひったくり,竹の塚,伊興町交番,131211,東京都,足立区,東伊興１丁目,2020-07-25,12,道路上,女性,70歳以上,あり
窃盗,ひったくり,本所,向島交番,131075,東京都,墨田区,向島３丁目,2020-11-29,00,道路上,男性,40歳代,あり
窃盗,ひったくり,本所,横網交番,131075,東京都,墨田区,石原１丁目,2020-08-04,23,道路上,男性,20歳代,なし
窃盗,ひったくり,本所,石原三丁目交番,131075,東京都,墨田区,石原３丁目,2020-01-17,17,その他,女性,70歳以上,あり
窃盗,ひったくり,向島,小村井交番,131075,東京都,墨田区,立花１丁目,2020-03-31,14,道路上,男性,70歳以上,なし
窃盗,ひったくり,向島,白鬚橋交番,131075,東京都,墨田区,墨田２丁目,2020-01-14,16,道路上,女性,70歳以上,あり
窃盗,ひったくり,向島,白鬚橋交番,131075,東京都,墨田区,東向島１丁目,2020-01-16,14,道路上,女性,70歳以上,あり
窃盗,ひったくり,亀有,柴又交番,131229,東京都,葛飾区,金町浄水場,2020-11-08,14,道路上,男性,60-64歳,なし
窃盗,ひったくり,葛飾,立石交番,131229,東京都,葛飾区,東立石３丁目,2020-02-02,12,道路上,女性,70歳以上,あり
窃盗,ひったくり,葛飾,細田交番,131229,東京都,葛飾区,細田１丁目,2020-08-04,15,道路上,男性,20歳代,あり
窃盗,ひったくり,小松川,京葉通交番,131237,東京都,江戸川区,大杉３丁目,2020-01-12,18,道路上,男性,30歳代,あり
窃盗,ひったくり,小岩,二枚橋交番,131237,東京都,江戸川区,南小岩４丁目,2020-11-10,19,道路上,女性,10歳代,あり
窃盗,ひったくり,葛西,共栄橋交番,131237,東京都,江戸川区,東葛西２丁目,2020-03-03,08,道路上,女性,30歳代,なし
窃盗,ひったくり,葛西,東葛西五丁目交番,131237,東京都,江戸川区,東葛西１丁目,2020-03-26,08,道路上,女性,20歳代,あり
窃盗,ひったくり,葛西,葛西駅前交番,131237,東京都,江戸川区,中葛西５丁目,2020-03-22,08,道路上,女性,50歳代,あり
窃盗,ひったくり,葛西,葛西駅前交番,131237,東京都,江戸川区,中葛西６丁目,2020-02-28,07,道路上,女性,20歳代,あり
窃盗,ひったくり,葛西,江戸川六丁目交番,131237,東京都,江戸川区,江戸川５丁目,2020-03-03,15,道路上,女性,70歳以上,あり
窃盗,ひったくり,葛西,江戸川六丁目交番,131237,東京都,江戸川区,春江町５丁目,2020-02-19,11,道路上,女性,70歳以上,あり
窃盗,ひったくり,東大和,南街交番,132209,東京都,東大和市,桜が丘２丁目,2020-03-02,12,その他,女性,10歳代,なし
窃盗,ひったくり,町田,成瀬駐在所,132098,東京都,町田市,成瀬６丁目,2019-08-08,23,道路上,女性,20歳代,なし
窃盗,ひったくり,町田,成瀬駅前交番,132098,東京都,町田市,南成瀬２丁目,2020-01-10,00,道路上,女性,20歳代,なし
窃盗,ひったくり,町田,成瀬駅前交番,132098,東京都,町田市,南成瀬２丁目,2020-01-11,22,道路上,女性,20歳代,あり
窃盗,ひったくり,町田,成瀬駅前交番,132098,東京都,町田市,成瀬が丘２丁目,2020-04-10,12,道路上,女性,60-64歳,あり
窃盗,ひったくり,町田,三輪駐在所,132098,東京都,町田市,三輪緑山３丁目,2020-03-16,11,道路上,女性,70歳以上,あり
窃盗,ひったくり,立川,天王橋交番,132021,東京都,立川市,上砂町１丁目,2020-01-15,23,道路上,女性,65-69歳,なし
窃盗,ひったくり,立川,天王橋交番,132021,東京都,立川市,上砂町５丁目,2020-01-16,15,道路上,女性,20歳代,あり
窃盗,ひったくり,府中,白糸台交番,132063,東京都,府中市,白糸台１丁目,2020-02-04,22,道路上,女性,70歳以上,あり
窃盗,ひったくり,小金井,東小金井駅前交番,132101,東京都,小金井市,梶野町４丁目,2020-06-12,18,道路上,女性,50歳代,あり
窃盗,ひったくり,田無,東伏見交番,132292,東京都,西東京市,富士町３丁目,2020-05-10,09,その他,男性,50歳代,なし
窃盗,ひったくり,田無,南沢交番,132225,東京都,東久留米市,南沢３丁目,2020-06-04,22,道路上,女性,20歳代,あり
窃盗,ひったくり,東村山,八坂交番,132136,東京都,東村山市,栄町３丁目,2020-06-01,23,道路上,男性,65-69歳,あり
窃盗,ひったくり,東村山,秋津駅前交番,132136,東京都,東村山市,秋津町５丁目,2020-05-17,05,道路上,男性,65-69歳,なし
窃盗,ひったくり,武蔵野,吉祥寺駅東口交番,132039,東京都,武蔵野市,吉祥寺本町１丁目,2020-06-06,04,道路上,男性,50歳代,あり
窃盗,ひったくり,武蔵野,吉祥寺駅東口交番,132039,東京都,武蔵野市,吉祥寺本町１丁目,2020-08-21,10,道路上,男性,70歳以上,あり
窃盗,ひったくり,武蔵野,吉祥寺駅東口交番,132039,東京都,武蔵野市,吉祥寺南町１丁目,2020-10-13,10,その他,男性,70歳以上,あり
窃盗,ひったくり,武蔵野,関前駐在所,132039,東京都,武蔵野市,関前５丁目,2020-09-04,00,道路上,女性,20歳代,なし
窃盗,ひったくり,調布,京王多摩川駅前交番,132080,東京都,調布市,布田１丁目,2020-06-10,22,道路上,女性,30歳代,なし
窃盗,ひったくり,調布,国領交番,132080,東京都,調布市,国領町２丁目,2020-12-26,00,その他,男性,50歳代,あり
窃盗,ひったくり,調布,多摩川住宅交番,132080,東京都,調布市,染地３丁目,2020-07-31,22,道路上,女性,10歳代,あり
窃盗,ひったくり,調布,調布駅前交番,132080,東京都,調布市,布田２丁目,2020-06-10,22,道路上,女性,50歳代,あり
窃盗,ひったくり,小平,花小金井駅前交番,132110,東京都,小平市,花小金井１丁目,2020-05-27,14,その他,女性,70歳以上,あり
,30歳代,その他,施錠した
窃盗,自転車盗,深川,住吉交番,131083,東京都,江東区,森下４丁目,2022/3/27,8,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,深川,千田交番,131083,東京都,江東区,海辺,2022/4/27,23,一戸建住宅,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,深川,千田交番,131083,東京都,江東区,扇橋１丁目,2022/1/9,17,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,深川,千田交番,131083,東京都,江東区,扇橋１丁目,2022/1/29,19,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,深川,千田交番,131083,東京都,江東区,扇橋１丁目,2022/5/27,20,一戸建住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,深川,千田交番,131083,東京都,江東区,扇橋１丁目,2022/6/18,16,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,深川,千田交番,131083,東京都,江東区,扇橋３丁目,2021/12/6,15,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,深川,千田交番,131083,東京都,江東区,扇橋３丁目,2021/12/7,18,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,深川,千田交番,131083,東京都,江東区,扇橋３丁目,2022/9/4,0,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,深川,千田交番,131083,東京都,江東区,千石１丁目,2021/11/11,17,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,深川,千田交番,131083,東京都,江東区,千石１丁目,2022/8/15,6,その他,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,深川,千田交番,131083,東京都,江東区,千石２丁目,2021/11/13,7,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,深川,千田交番,131083,東京都,江東区,千石２丁目,2021/11/17,17,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,深川,千田交番,131083,東京都,江東区,千石３丁目,2021/11/9,21,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,深川,千田交番,131083,東京都,江東区,千石３丁目,2021/11/20,16,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,深川,千田交番,131083,東京都,江東区,千田,2022/4/30,17,一戸建住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,深川,千田交番,131083,東京都,江東区,東陽６丁目,2022/6/9,8,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,深川,千田交番,131083,東京都,江東区,東陽６丁目,2022/8/25,18,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,深川,千田交番,131083,東京都,江東区,東陽６丁目,2022/9/27,19,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,越中島３丁目,2021/9/26,16,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,木場１丁目,2022/2/19,19,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,木場２丁目,2021/10/28,19,道路上,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,木場５丁目,2022/5/3,8,道路上,その他,10歳代,中学生,施錠した
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,木場５丁目,2022/5/10,18,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,木場５丁目,2022/7/14,22,道路上,その他,40歳代,その他,施錠した
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,塩浜２丁目,2021/11/20,23,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,塩浜２丁目,2021/12/13,16,４階建て以上共同住宅,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,塩浜２丁目,2022/5/1,不明,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,塩浜２丁目,2022/7/28,14,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,塩浜２丁目,2022/8/27,15,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,千石１丁目,2022/7/2,21,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽１丁目,2021/11/9,16,４階建て以上共同住宅,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽１丁目,2022/4/29,16,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽１丁目,2022/6/13,22,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽１丁目,2022/10/27,0,道路上,その他,20歳代,大学生,施錠した
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽２丁目,2022/6/12,15,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽２丁目,2022/9/24,18,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽２丁目,2022/10/28,9,４階建て以上共同住宅,駐車（輪）場,60-64歳,その他,施錠した
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽３丁目,2022/1/8,10,道路上,その他,10歳代,小学生,施錠せず
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽３丁目,2022/1/25,17,その他,その他,10歳代,小学生,施錠せず
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽３丁目,2022/2/28,16,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽３丁目,2022/7/2,12,道路上,その他,70歳以上,その他,施錠した
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽３丁目,2022/7/14,12,道路上,その他,30歳代,その他,施錠した
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽３丁目,2022/9/6,17,道路上,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽３丁目,2022/9/10,7,道路上,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,深川,東陽交番,131083,東京都,江東区,東陽３�
