12,0,2.6,35.7928748,139.8230671
12,0,2.65,35.7928748,139.8231921
12,0.02,2.52,35.7928748,139.8233171
12,0.31,2.23,35.7928748,139.8234421
12,0.24,2.48,35.7928748,139.8235671
12,0.17,2.37,35.7928748,139.8236921
12,0.22,2.32,35.7928748,139.8238171
12,0.16,2.38,35.7928748,139.8239421
12,0.18,2.35,35.7928748,139.8240671
12,0.13,2.4,35.7928748,139.8241921
12,0.03,2.55,35.7928748,139.8243171
12,0.02,2.58,35.7928748,139.8244421
12,0.18,2.68,35.7928748,139.8245671
12,0.24,2.58,35.7928748,139.8246921
12,0.24,2.38,35.7928748,139.8248171
12,0.12,2.5,35.7928748,139.8249421
12,0.11,2.5,35.7928748,139.8250671
12,0.07,2.58,35.7928748,139.8251921
12,0,2.85,35.7928748,139.8253171
12,0.07,2.88,35.7928748,139.8254421
12,0.06,2.63,35.7928748,139.8255671
12,0.04,2.6,35.7928748,139.8256921
12,0,2.67,35.7928748,139.8258171
12,0,2.88,35.7928748,139.8259421
12,0,2.93,35.7928748,139.8260671
12,0,2.92,35.7928748,139.8261921
12,0,2.82,35.7928748,139.8263171
12,0,2.83,35.7928748,139.8264421
12,0,3.65,35.7928748,139.8265671
12,0,3.88,35.7928748,139.8266921
12,0,3.85,35.7928748,139.8268171
12,0,3,35.7928748,139.8269421
12,0,2.98,35.7928748,139.8270671
12,0,3.07,35.7928748,139.8271921
12,0,2.98,35.7928748,139.8273171
12,0.1,2.88,35.7928748,139.8274421
12,0.04,2.85,35.7928748,139.8275671
12,0.11,2.9,35.7928748,139.8280671
12,0.29,2.6,35.7928748,139.8281921
12,0.29,2.45,35.7928748,139.8283171
12,0.14,2.65,35.7928748,139.8284421
12,0.02,2.38,35.7928748,139.8285671
12,0.02,2.43,35.7928748,139.8286921
12,0.07,2.28,35.7928748,139.8288171
12,0.18,2.2,35.7928748,139.8289421
12,0.24,2.03,35.7928748,139.8290671
12,0.24,2.03,35.7928748,139.8291921
12,0.01,2.4,35.7928748,139.8293171
12,0,2.5,35.7928748,139.8294421
12,0,2.35,35.7928748,139.8295671
12,0,2.18,35.7928748,139.8296921
12,0,2.32,35.7928748,139.8298171
12,0.11,1.98,35.7928748,139.8299421
12,0.63,1.43,35.7928748,139.8300671
12,0.67,1.38,35.7928748,139.8301921
12,0.62,1.43,35.7928748,139.8303171
12,0.71,1.35,35.7928748,139.8304421
12,0.71,1.35,35.7928748,139.8305671
12,0.69,1.37,35.7928748,139.8306921
12,0.69,1.37,35.7928748,139.8308171
12,0.56,1.5,35.7928748,139.8309421
12,0.63,1.43,35.7928748,139.8310671
12,0.69,1.37,35.7928748,139.8311921
12,0.57,1.48,35.7928748,139.8313171
12,0.68,1.38,35.7928748,139.8314421
12,0.78,1.28,35.7928748,139.8315671
12,0.82,1.23,35.7928748,139.8316921
12,0.8,1.25,35.7928748,139.8318171
12,0.98,1.08,35.7928748,139.8319421
12,0.8,1.25,35.7928748,139.8320671
12,1,1.05,35.7928748,139.8321921
12,1.12,0.93,35.7928748,139.8323171
12,1.23,0.83,35.7928748,139.8324421
12,1.1,0.95,35.7928748,139.8325671
12,1.03,1.02,35.7928748,139.8326921
12,0.9,1.15,35.7928748,139.8328171
12,0.85,1.2,35.7928748,139.8329421
12,0.83,1.23,35.7928748,139.8330671
12,0.95,1.1,35.7928748,139.8331921
12,1,1.05,35.7928748,139.8333171
12,0.9,1.15,35.7928748,139.8334421
12,0.88,1.18,35.7928748,139.8335671
12,0.9,1.15,35.7928748,139.8336921
12,1.27,0.78,35.7928748,139.8338171
12,0.9,1.15,35.7928748,139.8339421
12,0.76,1.3,35.7928748,139.8340671
12,0.94,1.12,35.7928748,139.8341921
12,1.01,1.05,35.7928748,139.8343171
12,1.36,0.7,35.7928748,139.8344421
12,1.43,0.63,35.7928748,139.8345671
12,1.24,0.82,35.7928748,139.8346921
12,1.02,1.03,35.7928748,139.8348171
12,0.88,1.18,35.7928748,139.8349421
12,0.86,1.2,35.7928748,139.8350671
12,0.4,2.18,35.7927915,139.8148171
12,0.48,2.15,35.7927915,139.8149421
12,0.45,2.18,35.7927915,139.8150671
12,0.49,2.13,35.7927915,139.8151921
12,0.51,2.12,35.7927915,139.8153171
12,0.55,2.08,35.7927915,139.8154421
12,0.42,2.2,35.7927915,139.8155671
12,0.55,2.07,35.7927915,139.8156921
12,0.52,2.1,35.7927915,139.8158171
12,0.52,2.1,35.7927915,139.8159421
12,0.52,2.1,35.7927915,139.8160671
12,0.49,2.13,35.7927915,139.8161921
12,0.53,2.08,35.7927915,139.8163171
12,0.41,2.2,35.7927915,139.8164421
12,0.49,2.13,35.7927915,139.8165671
12,0.31,2.3,35.7927915,139.8166921
12,0.31,2.32,35.7927915,139.8168171
12,0.5,2.1,35.7927915,139.8169421
12,0.33,2.25,35.7927915,139.8170671
12,0,3.12,35.7927915,139.8171921
12,0,3.25,35.7927915,139.8173171
12,0,3.23,35.7927915,139.8174421
12,0,2.63,35.7927915,139.8175671
12,0.38,2.23,35.7927915,139.8176921
12,0.21,2.4,35.7927915,139.8178171
12,0.21,2.4,35.7927915,139.8179421
12,0.16,2.45,35.7927915,139.8180671
12,0.17,2.45,35.7927915,139.8181921
12,0.17,2.45,35.7927915,139.8183171
12,0.17,2.45,35.7927915,139.8184421
12,0.17,2.45,35.7927915,139.8185671
12,0.1,2.52,35.7927915,139.8186921
12,0.24,2.37,35.7927915,139.8188171
12,0.43,2.18,35.7927915,139.8189421
12,0.23,2.38,35.7927915,139.8190671
12,0.11,2.5,35.7927915,139.8191921
12,0.26,2.35,35.7927915,139.8193171
12,0.43,2.18,35.7927915,139.8194421
12,0.36,2.25,35.7927915,139.8195671
12,0,2.62,35.7927915,139.8196921
12,0.1,2.5,35.7927915,139.8198171
12,0.23,2.38,35.7927915,139.8199421
12,0.37,2.23,35.7927915,139.8200671
12,0.43,2.17,35.7927915,139.8201921
12,0.39,2.2,35.7927915,139.8203171
12,0.24,2.35,35.7927915,139.8204421
12,0.29,2.3,35.7927915,139.8205671
12,0.18,2.4,35.7927915,139.8206921
12,0.27,2.3,35.7927915,139.8208171
12,0,2.63,35.7927915,139.8209421
12,0,2.8,35.7927915,139.8210671
12,0,2.83,35.7927915,139.8211921
12,0,3.07,35.7927915,139.8213171
12,0,3.08,35.7927915,139.8214421
12,0,2.98,35.7927915,139.8215671
12,0,2.88,35.7927915,139.8216921
12,0,2.8,35.7927915,139.8218171
12,0,2.68,35.7927915,139.8219421
12,0.32,2.3,35.7927915,139.8220671
12,0.34,2.28,35.7927915,139.8221921
12,0.32,2.32,35.7927915,139.8223171
12,0.25,2.38,35.7927915,139.8224421
12,0.28,2.33,35.7927915,139.8225671
12,0.29,2.3,35.7927915,139.8226921
12,0.24,2.35,35.7927915,139.8228171
12,0.07,2.5,35.7927915,139.8229421
12,0.22,2.35,35.7927915,139.8230671
12,0.02,2.55,35.7927915,139.8231921
12,0.06,2.47,35.7927915,139.8233171
12,0.23,2.3,35.7927915,139.8234421
12,0.03,2.53,35.7927915,139.8235671
12,0.11,2.57,35.7927915,139.8236921
12,0.29,2.52,35.7927915,139.8238171
12,0.18,2.35,35.7927915,139.8239421
12,0.26,2.28,35.7927915,139.8240671
12,0.18,2.35,35.7927915,139.8241921
12,0.13,2.53,35.7927915,139.8243171
12,0,2.55,35.7927915,139.8244421
12,0.18,2.7,35.7927915,139.8245671
12,0.19,2.42,35.7927915,139.8246921
12,0.19,2.43,35.7927915,139.8248171
12,0.12,2.5,35.7927915,139.8249421
12,0.12,2.53,35.7927915,139.8250671
12,0,2.67,35.7927915,139.8251921
12,0,2.78,35.7927915,139.8253171
12,0.12,2.78,35.7927915,139.8254421
12,0.12,2.55,35.7927915,139.8255671
12,0.01,2.65,35.7927915,139.8256921
12,0,2.68,35.7927915,139.8258171
12,0,2.88,35.7927915,139.8259421
12,0,2.95,35.7927915,139.8260671
12,0,2.88,35.7927915,139.8261921
12,0,2.87,35.7927915,139.8263171
12,0,3.08,35.7927915,139.8264421
12,0,3.78,35.7927915,139.8265671
12,0,4.1,35.7927915,139.8266921
12,0,3.63,35.7927915,139.8268171
12,0,2.9,35.7927915,139.8269421
12,0,3,35.7927915,139.8270671
12,0,3.1,35.7927915,139.8271921
12,0,2.95,35.7927915,139.8273171
12,0.04,2.93,35.7927915,139.8274421
12,0.04,2.93,35.7927915,139.8275671
12,0.01,1.93,35.7927915,139.8276921
12,0.29,2.85,35.7927915,139.8280671
12,0.36,2.5,35.7927915,139.8281921
12,0.36,2.33,35.7927915,139.8283171
12,0.07,2.88,35.7927915,139.8284421
12,0,2.93,35.7927915,139.8285671
12,0,2.62,35.7927915,139.8286921
12,0,2.55,35.7927915,139.8288171
12,0,2.43,35.7927915,139.8289421
12,0.14,2.25,35.7927915,139.8290671
12,0.14,2.2,35.7927915,139.8291921
12,0,2.35,35.7927915,139.8293171
12,0,2.28,35.7927915,139.8294421
12,0,2.2,35.7927915,139.8295671
12,0.11,1.95,35.7927915,139.8296921
12,0.27,1.78,35.7927915,139.8298171
12,0.51,1.55,35.7927915,139.8299421
12,0.56,1.5,35.7927915,139.8300671
12,0.64,1.42,35.7927915,139.8301921
12,0.66,1.4,35.7927915,139.8303171
12,0.71,1.35,35.7927915,139.8304421
12,0.66,1.4,35.7927915,139.8305671
12,0.72,1.33,35.7927915,139.8306921
12,0.72,1.33,35.7927915,139.8308171
12,0.61,1.45,35.7927915,139.8309421
12,0.61,1.45,35.7927915,139.8310671
12,0.71,1.35,35.7927915,139.8311921
12,0.59,1.47,35.7927915,139.8313171
12,0.56,1.5,35.7927915,139.8314421
12,0.56,1.5,35.7927915,139.8315671
12,0.89,1.17,35.7927915,139.8316921
12,0.87,1.18,35.7927915,139.8318171
12,0.88,1.18,35.7927915,139.8319421
12,0.98,1.08,35.7927915,139.8320671
12,1,1.05,35.7927915,139.8321921
12,0.97,1.08,35.7927915,139.8323171
12,1.05,1,35.7927915,139.8324421
12,1.15,0.9,35.7927915,139.8325671
12,1.03,1.02,35.7927915,139.8326921
12,0.88,1.17,35.7927915,139.8328171
12,0.85,1.2,35.7927915,139.8329421
12,0.82,1.23,35.7927915,139.8330671
12,0.9,1.15,35.7927915,139.8331921
12,0.9,1.15,35.7927915,139.8333171
12,0.93,1.13,35.7927915,139.8334421
12,1.03,1.03,35.7927915,139.8335671
12,0.85,1.2,35.7927915,139.8336921
12,1.02,1.03,35.7927915,139.8338171
12,0.63,1.43,35.7927915,139.8339421
12,0.61,1.45,35.7927915,139.8340671
12,0.72,1.33,35.7927915,139.8341921
12,0.86,1.2,35.7927915,139.8343171
12,0.81,1.25,35.7927915,139.8344421
12,0.71,1.35,35.7927915,139.8345671
12,0.62,1.43,35.7927915,139.8346921
12,0.11,2.63,35.7927081,139.8148171
12,0.2,2.65,35.7927081,139.8149421
12,0.2,2.43,35.7927081,139.8150671
12,0.23,2.4,35.7927081,139.8151921
12,0.14,2.48,35.7927081,139.8153171
12,0.11,2.55,35.7927081,139.8154421
12,0.1,2.53,35.7927081,139.8155671
12,0.55,2.07,35.7927081,139.8156921
12,0.47,2.15,35.7927081,139.8158171
12,0.4,2.23,35.7927081,139.8159421
12,0.42,2.2,35.7927081,139.8160671
12,0.4,2.22,35.7927081,139.8161921
12,0.5,2.12,35.7927081,139.8163171
12,0.41,2.2,35.7927081,139.8164421
12,0.46,2.15,35.7927081,139.8165671
12,0.3,2.32,35.7927081,139.8166921
12,0.19,2.42,35.7927081,139.8168171
12,0.5,2.1,35.7927081,139.8169421
12,0.14,2.45,35.7927081,139.8170671
12,0,3.25,35.7927081,139.8171921
12,0,3.27,35.7927081,139.8173171
12,0,3.25,35.7927081,139.8174421
12,0,2.68,35.7927081,139.8175671
12,0.37,2.23,35.7927081,139.8176921
12,0.19,2.42,35.7927081,139.8178171
12,0.21,2.4,35.7927081,139.8179421
12,0.11,2.5,35.7927081,139.8180671
12,0.17,2.43,35.7927081,139.8181921
12,0.09,2.52,35.7927081,139.8183171
12,0.11,2.5,35.7927081,139.8184421
12,0.16,2.45,35.7927081,139.8185671
12,0.04,2.55,35.7927081,139.8186921
12,0.27,2.32,35.7927081,139.8188171
12,0.38,2.2,35.7927081,139.8189421
12,0.24,2.35,35.7927081,139.8190671
12,0.16,2.43,35.7927081,139.8191921
12,0.26,2.33,35.7927081,139.8193171
12,0.39,2.2,35.7927081,139.8194421
12,0.37,2.23,35.7927081,139.8195671
12,0,2.68,35.7927081,139.8196921
12,0,2.65,35.7927081,139.8198171
12,0.08,2.53,35.7927081,139.8199421
12,0.2,2.4,35.7927081,139.8200671
12,0.36,2.23,35.7927081,139.8201921
12,0.24,2.35,35.7927081,139.8203171
12,0.34,2.25,35.7927081,139.8204421
12,0.41,2.18,35.7927081,139.8205671
12,0.35,2.23,35.7927081,139.8206921
12,0.36,2.22,35.7927081,139.8208171
12,0.1,2.45,35.7927081,139.8209421
12,0,2.63,35.7927081,139.8210671
12,0,2.65,35.7927081,139.8211921
12,0,2.93,35.7927081,139.8213171
12,0,3.05,35.7927081,139.8214421
12,0,2.98,35.7927081,139.8215671
12,0,2.93,35.7927081,139.8216921
12,0,2.87,35.7927081,139.8218171
12,0,2.7,35.7927081,139.8219421
12,0.31,2.3,35.7927081,139.8220671
12,0.35,2.27,35.7927081,139.8221921
12,0.25,2.38,35.7927081,139.8223171
12,0.13,2.5,35.7927081,139.8224421
12,0.17,2.43,35.7927081,139.8225671
12,0.3,2.28,35.7927081,139.8226921
12,0.31,2.27,35.7927081,139.8228171
12,0.24,2.33,35.7927081,139.8229421
12,0.27,2.3,35.7927081,139.8230671
12,0.07,2.48,35.7927081,139.8231921
12,0.09,2.43,35.7927081,139.8233171
12,0.21,2.33,35.7927081,139.8234421
12,0,2.45,35.7927081,139.8235671
12,0,2.55,35.7927081,139.8236921
12,0.12,2.52,35.7927081,139.8238171
12,0.11,2.43,35.7927081,139.8239421
12,0.16,2.38,35.7927081,139.8240671
12,0.22,2.32,35.7927081,139.8241921
12,0.22,2.45,35.7927081,139.8243171
12,0.22,2.48,35.7927081,139.8244421
12,0.2,2.65,35.7927081,139.8245671
12,0.2,2.38,35.7927081,139.8246921
12,0.19,2.57,35.7927081,139.8248171
12,0.12,2.58,35.7927081,139.8249421
12,0.11,2.55,35.7927081,139.8250671
12,0,2.73,35.7927081,139.8251921
12,0.1,2.72,35.7927081,139.8253171
12,0.12,2.7,35.7927081,139.8254421
12,0.12,2.53,35.7927081,139.8255671
12,0,2.72,35.7927081,139.8256921
12,0,2.73,35.7927081,139.8258171
12,0,2.93,35.7927081,139.8259421
12,0,3.15,35.7927081,139.8260671
12,0,3.03,35.7927081,139.8261921
12,0,3,35.7927081,139.8263171
12,0,3.1,35.7927081,139.8264421
12,0,3.25,35.7927081,139.8265671
12,0,3.4,35.7927081,139.8266921
12,0,3.13,35.7927081,139.8268171
12,0,2.98,35.7927081,139.8269421
12,0,2.98,35.7927081,139.8270671
12,0,3.1,35.7927081,139.8271921
12,0,3.05,35.7927081,139.8273171
12,0,2.98,35.7927081,139.8274421
12,0.01,2.98,35.7927081,139.8275671
12,0.01,2.25,35.7927081,139.8276921
12,0.29,2.8,35.7927081,139.8280671
12,0.36,2.5,35.7927081,139.8281921
12,0.36,2.35,35.7927081,139.8283171
12,0.11,2.88,35.7927081,139.8284421
12,0,2.73,35.7927081,139.8285671
12,0,2.43,35.7927081,139.8286921
12,0,2.4,35.7927081,139.8288171
12,0.04,2.33,35.7927081,139.8289421
12,0.13,2.2,35.7927081,139.8290671
12,0.13,2.15,35.7927081,139.8291921
12,0,2.23,35.7927081,139.8293171
12,0,2.1,35.7927081,139
