窃盗,車上ねらい,蒲田,大鳥居交番,131113,東京都,大田区,萩中３丁目,2018-01-19,18,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,蒲田,大鳥居交番,131113,東京都,大田区,萩中３丁目,2018-01-21,06,４階建て以上共同住宅,施錠した,なし
窃盗,車上ねらい,蒲田,大鳥居交番,131113,東京都,大田区,羽田１丁目,2018-05-29,18,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,蒲田,大鳥居交番,131113,東京都,大田区,羽田１丁目,2018-05-29,19,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,蒲田,大鳥居交番,131113,東京都,大田区,羽田５丁目,2018-04-06,18,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,池上,多摩川大橋交番,131113,東京都,大田区,多摩川２丁目,2018-12-12,07,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,池上,ガス橋交番,131113,東京都,大田区,下丸子２丁目,2018-05-24,21,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,池上,ガス橋交番,131113,東京都,大田区,下丸子３丁目,2018-06-07,21,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,北沢,宮前橋交番,131121,東京都,世田谷区,代田４丁目,2018-12-14,10,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,玉川,二子玉川交番,131121,東京都,世田谷区,玉川３丁目,2018-11-25,06,その他の住宅（３階建て以下共同住宅等）,施錠した,なし
窃盗,車上ねらい,玉川,瀬田交番,131121,東京都,世田谷区,用賀１丁目,2018-12-17,12,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,成城,烏山交番,131121,東京都,世田谷区,北烏山６丁目,2018-09-13,23,４階建て以上共同住宅,施錠した,なし
窃盗,車上ねらい,成城,烏山交番,131121,東京都,世田谷区,北烏山９丁目,2018-03-16,12,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,成城,東宝前交番,131121,東京都,世田谷区,喜多見５丁目,2018-01-12,00,一戸建住宅,施錠した,なし
窃盗,車上ねらい,目黒,中目黒駅前交番,131105,東京都,目黒区,中目黒３丁目,2018-03-11,19,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,目黒,中目黒駅前交番,131105,東京都,目黒区,中目黒３丁目,2018-03-15,22,一戸建住宅,施錠した,なし
窃盗,車上ねらい,渋谷,恵比寿駅前交番,131130,東京都,渋谷区,東３丁目,2018-03-07,11,４階建て以上共同住宅,施錠した,なし
窃盗,車上ねらい,渋谷,広尾五丁目交番,131130,東京都,渋谷区,広尾１丁目,2018-03-04,20,４階建て以上共同住宅,施錠した,なし
窃盗,車上ねらい,渋谷,広尾五丁目交番,131130,東京都,渋谷区,広尾１丁目,2018-03-07,19,４階建て以上共同住宅,施錠した,なし
窃盗,車上ねらい,渋谷,日赤病院前交番,131130,東京都,渋谷区,広尾２丁目,2018-03-05,10,４階建て以上共同住宅,施錠した,なし
窃盗,車上ねらい,渋谷,日赤病院前交番,131130,東京都,渋谷区,広尾２丁目,2018-03-07,14,４階建て以上共同住宅,施錠した,なし
窃盗,車上ねらい,渋谷,日赤病院前交番,131130,東京都,渋谷区,広尾２丁目,2018-03-07,21,４階建て以上共同住宅,施錠した,なし
窃盗,車上ねらい,渋谷,美竹交番,131130,東京都,渋谷区,神宮前５丁目,2018-09-28,07,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,新宿,大久保交番,131041,東京都,新宿区,大久保１丁目,2018-03-29,01,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,新宿,大久保交番,131041,東京都,新宿区,大久保２丁目,2018-06-20,02,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,新宿,大久保交番,131041,東京都,新宿区,大久保２丁目,2018-09-28,14,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,新宿,新宿六丁目交番,131041,東京都,新宿区,新宿７丁目,2018-02-17,06,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,四谷,信濃町交番,131041,東京都,新宿区,左門町,2018-08-13,09,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,四谷,新宿四丁目交番,131041,東京都,新宿区,内藤町,2017-11-10,00,４階建て以上共同住宅,施錠した,なし
窃盗,車上ねらい,中野,東中野駅前交番,131148,東京都,中野区,東中野４丁目,2018-02-16,18,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,野方,鷺宮六丁目交番,131148,東京都,中野区,鷺宮５丁目,2018-05-28,22,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,杉並,高円寺南四丁目交番,131156,東京都,杉並区,高円寺南４丁目,2018-01-04,19,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,高井戸,高井戸西交番,131156,東京都,杉並区,高井戸西１丁目,2018-06-12,18,その他の住宅（３階建て以下共同住宅等）,施錠した,なし
窃盗,車上ねらい,高井戸,高井戸西交番,131156,東京都,杉並区,高井戸西１丁目,2018-11-18,10,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,荻窪,西荻窪交番,131156,東京都,杉並区,西荻北３丁目,2018-01-10,14,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,荻窪,荻窪駅南口交番,131156,東京都,杉並区,荻窪３丁目,2018-06-13,00,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,荻窪,神明駐在所,131156,東京都,杉並区,南荻窪３丁目,2018-11-25,11,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,本富士,天神町交番,131059,東京都,文京区,湯島３丁目,2018-04-17,09,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,駒込,,,,,,2018-01-01,00,道路上,施錠した,なし
窃盗,車上ねらい,赤羽,赤羽北交番,131172,東京都,北区,赤羽北３丁目,2018-03-24,19,４階建て以上共同住宅,施錠した,なし
窃盗,車上ねらい,赤羽,浮間交番,131172,東京都,北区,浮間２丁目,2018-08-29,20,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,板橋,平尾交番,131199,東京都,板橋区,板橋３丁目,2018-02-03,16,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,練馬,氷川神社前交番,131202,東京都,練馬区,豊玉中２丁目,2017-12-27,12,その他,施錠した,なし
窃盗,車上ねらい,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町５丁目,2018-05-28,21,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,石神井,西大泉交番,131202,東京都,練馬区,西大泉４丁目,2018-02-02,14,一戸建住宅,施錠した,あり
窃盗,車上ねらい,石神井,西大泉交番,131202,東京都,練馬区,西大泉４丁目,2018-06-02,23,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,石神井,石神井南駐在所,131202,東京都,練馬区,下石神井２丁目,2018-05-28,18,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,高島平,高島平駅前交番,131199,東京都,板橋区,高島平２丁目,2018-06-10,12,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,高島平,高島平駅前交番,131199,東京都,板橋区,高島平７丁目,2018-05-04,18,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,高島平,高島平駅前交番,131199,東京都,板橋区,高島平８丁目,2018-07-06,18,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,高島平,高島平駅前交番,131199,東京都,板橋区,高島平９丁目,2018-05-04,19,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,高島平,笹目橋交番,131199,東京都,板橋区,高島平７丁目,2018-04-28,18,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,高島平,笹目橋交番,131199,東京都,板橋区,高島平７丁目,2018-05-04,15,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,高島平,下赤塚交番,131199,東京都,板橋区,赤塚新町２丁目,2018-05-01,21,その他,施錠した,なし
窃盗,車上ねらい,光が丘,田柄交番,131202,東京都,練馬区,田柄４丁目,2018-05-21,09,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,高松４丁目,2018-02-16,17,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,高松４丁目,2018-02-16,19,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,光が丘,谷原交番,131202,東京都,練馬区,高野台４丁目,2018-03-19,19,一戸建住宅,施錠した,なし
窃盗,車上ねらい,光が丘,土支田交番,131202,東京都,練馬区,高松６丁目,2018-02-16,22,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,光が丘,土支田交番,131202,東京都,練馬区,高松６丁目,2018-03-01,19,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,光が丘,土支田交番,131202,東京都,練馬区,土支田４丁目,2018-02-08,16,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,光が丘,三原台交番,131202,東京都,練馬区,土支田３丁目,2018-10-08,14,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,上野,御徒町交番,131067,東京都,台東区,台東４丁目,2018-06-09,08,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,下谷,三ノ輪交番,131067,東京都,台東区,下谷３丁目,2018-03-07,13,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,下谷,入谷西交番,131067,東京都,台東区,下谷１丁目,2018-04-02,16,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,蔵前,小島二丁目交番,131067,東京都,台東区,小島２丁目,2018-03-08,12,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,蔵前,小島二丁目交番,131067,東京都,台東区,鳥越１丁目,2018-04-02,18,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,蔵前,蔵前二丁目交番,131067,東京都,台東区,蔵前４丁目,2018-03-01,13,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,蔵前,須賀橋交番,131067,東京都,台東区,柳橋２丁目,2018-06-14,18,４階建て以上共同住宅,施錠した,なし
窃盗,車上ねらい,尾久,赤土交番,131181,東京都,荒川区,東尾久６丁目,2018-08-06,11,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,荒川,日暮里駅前交番,131181,東京都,荒川区,東日暮里６丁目,2018-08-10,17,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,西新井,大師前交番,131211,東京都,足立区,栗原３丁目,2018-04-14,19,４階建て以上共同住宅,施錠した,なし
窃盗,車上ねらい,西新井,江北交番,131211,東京都,足立区,江北２丁目,2018-08-18,14,一戸建住宅,施錠した,あり
窃盗,車上ねらい,西新井,江北交番,131211,東京都,足立区,江北４丁目,2018-01-02,14,４階建て以上共同住宅,施錠した,なし
窃盗,車上ねらい,西新井,島根交番,131211,東京都,足立区,梅島３丁目,2018-05-09,18,その他の住宅（３階建て以下共同住宅等）,施錠した,なし
窃盗,車上ねらい,西新井,扇交番,131211,東京都,足立区,扇１丁目,2018-05-17,18,その他,施錠した,なし
窃盗,車上ねらい,綾瀬,弘道交番,131211,東京都,足立区,青井４丁目,2018-01-23,17,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,綾瀬,弘道交番,131211,東京都,足立区,青井４丁目,2018-12-10,10,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,綾瀬,神明交番,131211,東京都,足立区,神明３丁目,2018-04-16,00,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,綾瀬,神明交番,131211,東京都,足立区,神明３丁目,2018-04-23,17,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,綾瀬,神明交番,131211,東京都,足立区,神明南１丁目,2018-09-04,20,４階建て以上共同住宅,施錠した,なし
窃盗,車上ねらい,綾瀬,神明交番,131211,東京都,足立区,神明南２丁目,2018-06-11,18,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,綾瀬,神明交番,131211,東京都,足立区,六木１丁目,2018-11-02,00,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,竹の塚,花畑交番,131211,東京都,足立区,南花畑３丁目,2017-12-03,07,道路上,施錠した,なし
窃盗,車上ねらい,竹の塚,保木間交番,131211,東京都,足立区,保木間１丁目,2018-01-24,20,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,竹の塚,西保木間交番,131211,東京都,足立区,西保木間１丁目,2018-04-21,17,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,竹の塚,見沼代親水公園駅前交番,131211,東京都,足立区,舎人５丁目,2018-06-14,20,その他の住宅（３階建て以下共同住宅等）,施錠した,なし
窃盗,車上ねらい,城東,亀戸駅前交番,131083,東京都,江東区,亀戸２丁目,2018-04-16,15,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,本所,両国交番,131075,東京都,墨田区,両国１丁目,2018-05-12,11,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,本所,菊川二丁目交番,131075,東京都,墨田区,江東橋５丁目,2018-01-31,00,４階建て以上共同住宅,施錠した,なし
窃盗,車上ねらい,本所,江東橋交番,131075,東京都,墨田区,亀沢２丁目,2018-04-23,13,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,本所,江東橋交番,131075,東京都,墨田区,江東橋１丁目,2018-04-08,03,道路上,施錠した,あり
窃盗,車上ねらい,本所,錦糸町駅北口交番,131075,東京都,墨田区,錦糸１丁目,2018-04-07,19,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,本所,錦糸町駅北口交番,131075,東京都,墨田区,錦糸３丁目,2018-04-07,21,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,本所,錦糸町駅北口交番,131075,東京都,墨田区,太平１丁目,2018-04-08,00,４階建て以上共同住宅,施錠した,なし
窃盗,車上ねらい,本所,横川交番,131075,東京都,墨田区,太平２丁目,2018-04-08,01,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,本所,向島交番,131075,東京都,墨田区,向島３丁目,2018-03-09,13,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,本所,言問交番,131075,東京都,墨田区,向島１丁目,2018-03-09,13,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,向島,白鬚橋交番,131075,東京都,墨田区,東向島１丁目,2018-02-07,22,一戸建住宅,施錠した,なし
窃盗,車上ねらい,亀有,亀田橋駐在所,131229,東京都,葛飾区,高砂７丁目,2018-01-24,10,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,亀有,亀田橋駐在所,131229,東京都,葛飾区,高砂７丁目,2018-01-25,19,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,亀有,東金町交番,131229,東京都,葛飾区,東金町４丁目,2018-02-14,21,一戸建住宅,施錠した,なし
窃盗,車上ねらい,亀有,水元公園前交番,131229,東京都,葛飾区,東水元２丁目,2018-08-04,04,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,亀有,西水元駐在所,131229,東京都,葛飾区,西水元３丁目,2018-09-23,15,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,亀有,葛三橋交番,131229,東京都,葛飾区,東水元５丁目,2018-01-24,19,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,亀有,葛三橋交番,131229,東京都,葛飾区,水元４丁目,2018-01-24,16,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,亀有,葛三橋交番,131229,東京都,葛飾区,水元４丁目,2018-01-24,18,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,亀有,葛三橋交番,131229,東京都,葛飾区,水元４丁目,2018-01-24,19,駐車（輪）
