町丁目,世帯数[世帯],男[人],女[人],総数[人]
押上一丁目,1254,1051,1132,2183
押上二丁目,2008,1836,1980,3816
押上三丁目,2148,2096,1972,4068
京島一丁目,3345,3204,3422,6626
京島二丁目,989,955,866,1821
京島三丁目,2384,2234,2165,4399
文花一丁目,2903,2614,3146,5760
文花二丁目,1147,1107,1112,2219
文花三丁目,1184,1345,1346,2691
八広一丁目,1734,1713,1618,3331
八広二丁目,2013,2084,2031,4115
八広三丁目,1773,1744,1691,3435
八広四丁目,1970,2045,1940,3985
八広五丁目,1524,1463,1469,2932
八広六丁目,1994,2029,1939,3968
立花一丁目,3337,3057,3178,6235
立花二丁目,871,795,749,1544
立花三丁目,1422,1343,1376,2719
立花四丁目,1772,1867,1788,3655
立花五丁目,1823,2048,2006,4054
立花六丁目,1161,1156,1250,2406
東墨田一丁目,82,94,66,160
東墨田二丁目,676,668,592,1260
東墨田三丁目,406,435,382,817
蟾晏屁苒ｬ丁目,世帯数[世帯],男[人],女[人],総数[人]
両国一丁目,873,706,719,1425
両国二丁目,1233,1009,983,1992
両国三丁目,1099,824,895,1719
両国四丁目,1165,922,912,1834
千歳一丁目,850,718,748,1466
千歳二丁目,564,502,427,929
千歳三丁目,1197,964,1001,1965
緑一丁目,1628,1445,1344,2789
緑二丁目,1671,1588,1644,3232
緑三丁目,1304,1216,1148,2364
緑四丁目,2318,1994,1851,3845
立川一丁目,728,569,570,1139
立川二丁目,831,684,655,1339
立川三丁目,919,773,788,1561
立川四丁目,824,681,631,1312
菊川一丁目,823,743,794,1537
菊川二丁目,1215,1007,1079,2086
菊川三丁目,2026,1748,1842,3590
江東橋一丁目,912,707,715,1422
江東橋二丁目,1337,1147,1051,2198
江東橋三丁目,555,383,334,717
江東橋四丁目,1735,1228,1382,2610
江東橋五丁目,1624,1445,1513,2958
横網一丁目,128,148,138,286
横網二丁目,724,611,579,1190
亀沢一丁目,1151,1012,1001,2013
亀沢二丁目,912,814,899,1713
亀沢三丁目,953,977,912,1889
亀沢四丁目,1390,1257,1222,2479
石原一丁目,1481,1244,1250,2494
石原二丁目,1278,1171,1156,2327
石原三丁目,1636,1516,1285,2801
石原四丁目,1414,1361,1267,2628
本所一丁目,1495,1421,1402,2823
本所二丁目,857,795,834,1629
本所三丁目,978,895,920,1815
本所四丁目,1222,1148,1113,2261
東駒形一丁目,769,618,626,1244
東駒形二丁目,859,794,767,1561
東駒形三丁目,829,730,724,1454
東駒形四丁目,1370,1210,1172,2382
吾妻橋一丁目,1240,981,1066,2047
吾妻橋二丁目,834,677,669,1346
吾妻橋三丁目,848,776,839,1615
錦糸一丁目,1286,992,962,1954
錦糸二丁目,456,367,337,704
錦糸三丁目,462,366,371,737
錦糸四丁目,991,872,895,1767
太平一丁目,1815,1738,1696,3434
太平二丁目,990,818,728,1546
太平三丁目,691,560,559,1119
太平四丁目,2534,2318,2450,4768
横川一丁目,720,781,690,1471
横川二丁目,881,749,654,1403
横川三丁目,650,586,544,1130
横川四丁目,750,684,615,1299
横川五丁目,1379,1244,1547,2791
業平一丁目,1460,1390,1524,2914
業平二丁目,813,704,643,1347
業平三丁目,838,670,671,1341
業平四丁目,1120,941,978,1919
業平五丁目,1114,1033,1142,2175
向島一丁目,1214,1059,1021,2080
向島二丁目,1372,1218,1255,2473
向島三丁目,2106,1881,1834,3715
向島四丁目,1290,1283,1304,2587
向島五丁目,2345,2080,2007,4087
東向島一丁目,1660,1532,1490,3022
東向島二丁目,2664,2383,2489,4872
東向島三丁目,1613,1616,1717,3333
東向島四丁目,1853,1683,1754,3437
東向島五丁目,1982,1840,1943,3783
東向島六丁目,2689,2590,2621,5211
堤通一丁目,1110,1246,1144,2390
堤通二丁目,2103,1975,2451,4426
墨田一丁目,1238,1399,1517,2916
墨田二丁目,1949,1973,1901,3874
墨田三丁目,1851,1827,1768,3595
墨田四丁目,2438,2343,2508,4851
墨田五丁目,1512,1457,1387,2844
押上一丁目,1258,1053,1134,2187
押上二丁目,2010,1841,1976,3817
押上三丁目,2153,2095,1977,4072
京島一丁目,3208,3076,3277,6353
京島二丁目,987,955,872,1827
京島三丁目,2392,2248,2171,4419
文花一丁目,2907,2619,3146,5765
文花二丁目,1138,1100,1117,2217
文花三丁目,1184,1347,1353,2700
八広一丁目,1738,1718,1625,3343
八広二丁目,1997,2065,2022,4087
八広三丁目,1777,1744,1692,3436
八広四丁目,1976,2050,1955,4005
八広五丁目,1522,1466,1466,2932
八広六丁目,1993,2029,1944,3973
立花一丁目,3331,3057,3184,6241
立花二丁目,870,794,757,1551
立花三丁目,1426,1349,1374,2723
立花四丁目,1779,1877,1797,3674
立花五丁目,1812,2029,1991,4020
立花六丁目,1159,1158,1253,2411
東墨田一丁目,82,94,66,160
東墨田二丁目,681,668,595,1263
東墨田三丁目,402,432,379,811
: 2, "SAFIELD003": "讀崎ｾｼ縺ｿ", "SAFIELD004": 83.0, "SAFIELD005": "蜩∝ｷ晏慍蛹ｺ", "SAFIELD006": "譚ｱ蜩∝ｷ晏屁荳∫岼", "SAFIELD007": 10, "SAFIELD008": "貅門ｷ･讌ｭ蝨ｰ蝓�", "SAFIELD009": 121, "SAFIELD010": 0 }, "geometry": { "type": "LineString", "coordinates": [ [ 139.74753474152533, 35.610210802795308 ], [ 139.74753889168582, 35.610252269329131 ], [ 139.74755679633964, 35.610437425965777 ], [ 139.74755865288364, 35.610456085897162 ], [ 139.74758149896294, 35.610665403081214 ], [ 139.74760324231528, 35.610873818087136 ], [ 139.74761264370122, 35.610959456069999 ] ] } },
{ "type": "Feature", "properties": { "SAUID": 73623, "SAUPDATE": "2017-05-11 04:55:51", "SAFIELD000": 73623, "SAFIELD001": 73660, "SAFIELD002": 2, "SAFIELD003": "讀崎ｾｼ縺ｿ", "SAFIELD004": 15.0, "SAFIELD005": "蜩∝ｷ晏慍蛹ｺ", "SAFIELD006": "譚ｱ蜩∝ｷ晏屁荳∫岼", "SAFIELD007": 10, "SAFIELD008": "貅門ｷ･讌ｭ蝨ｰ蝓�", "SAFIELD009": 300, "SAFIELD010": 0 }, "geometry": { "type": "LineString", "coordinates": [ [ 139.74761264370122, 35.610959456069999 ], [ 139.74762335804391, 35.611056001707361 ], [ 139.74762707484504, 35.611089896315157 ] ] } },
{ "type": "Feature", "properties": { "SAUID": 73624, "SAUPDATE": "2017-05-11 04:55:51", "SAFIELD000": 73624, "SAFIELD001": 73661, "SAFIELD002": 9, "SAFIELD003": "邱大喧菴吝鴨辟｡縺�", "SAFIELD004": 14.0, "SAFIELD005": "蜩∝ｷ晏慍蛹ｺ", "SAFIELD006": "譚ｱ蜩∝ｷ晏屁荳∫岼", "SAFIELD007": 10, "SAFIELD008": "貅門ｷ･讌ｭ蝨ｰ蝓�", "SAFIELD009": 300, "SAFIELD010": 0 }, "geometry": { "type": "LineString", "coordinates": [ [ 139.74762707484504, 35.611089896315157 ], [ 139.74762772992008, 35.611096657146248 ], [ 139.74764128652268, 35.
