規模,和暦年,西暦年,年平均・月・対前年同月比,調査産業計,調査産業計／対前年比・対前年同月比（％）,鉱業，採石業，砂利採取業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成23,2011,8月,97.3,-1.4,106.6,99.7,101.6,99,107.8,97.6,98.9,98.5,－,－,－,－,89.5,104.5,109.7,－
５人以上,平成23,2011,9月,98,-1,105.1,100.3,102.6,99.6,106.9,97.5,100.4,100.2,－,－,－,－,92,105.6,108,－
５人以上,平成23,2011,10月,98.1,-0.9,105.7,99.9,103,100.8,105.5,99.5,101.4,98.8,－,－,－,－,93.1,103.3,109.9,－
５人以上,平成23,2011,11月,98.2,-0.6,104.9,100.7,102.4,100.5,109.5,102.2,100.9,99,－,－,－,－,91.1,103.3,108.9,－
５人以上,平成23,2011,12月,99.2,0.1,104.5,99.9,103.7,100.1,109.7,101.4,103,102.3,－,－,－,－,90.6,105,109.5,－
５人以上,平成23,2011,12月（対前年同月比（％））,－,－,-0.2,-0.1,1.6,-1.5,0.8,-1.6,0.4,-0.3,-6.2,4.3,-5.3,2.3,-1.8,-1.5,0,1.8
30人以上,平成15,2003,年平均,97.5,－,102.8,96.6,108.6,87.3,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,平成16,2004,年平均,100.5,3.1,107.7,95.9,108.4,107.3,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,平成17,2005,年平均,100,-0.5,100,100,100,100,100,100,100,100,－,－,－,－,100,100,100,－
30人以上,平成18,2006,年平均,99.4,-0.6,99.1,97,99.7,99.7,99.1,101.1,103,96.7,－,－,－,－,101.2,99.5,99,－
30人以上,平成19,2007,年平均,100.6,1.2,99.9,98.1,99.4,99.9,102.1,102.2,102.5,99.5,－,－,－,－,100.6,108.4,97.5,－
30人以上,平成20,2008,年平均,101.3,0.7,103,98.9,100.7,104.8,105.2,105.3,105.9,100.5,－,－,－,－,96.8,105.6,113.7,－
30人以上,平成21,2009,年平均,99.8,-1.5,105.2,101.2,98.1,107.5,106.3,105.1,104.6,97.9,－,－,－,－,94,104.7,116,－
30人以上,平成22,2010,年平均,100,0.2,105,98.3,100.3,105.8,108.1,105,104.4,98.7,－,－,－,－,97.1,104.5,114.4,－
30人以上,平成22,2010,12月,100.4,0.5,102.3,100.9,101.2,102,110.5,107.5,102.6,101,－,－,－,－,95.2,104,112.8,－
30人以上,平成23,2011,1月,99.1,0.3,105.5,99.9,99.8,105.4,108.7,101,105.7,97.5,－,－,－,－,93.2,105,113.7,－
30人以上,平成23,2011,2月,98.6,-0.6,104.3,99.8,101,105.7,109.8,101.5,100.9,97.3,－,－,－,－,94.9,103.3,111.5,－
30人以上,平成23,2011,3月,100.1,-1,104.5,102.7,101,126.8,110.7,102.7,103.7,97.3,－,－,－,－,99.1,103.5,114.8,－
30人以上,平成23,2011,4月,101,-0.8,106.4,102.1,102.3,119.4,110.3,104.2,104.7,100.3,－,－,－,－,98.7,105.9,114.9,－
30人以上,平成23,2011,5月,99.3,-0.4,100.2,100.6,100.4,118.2,108.7,100.9,103.1,95.5,－,－,－,－,97.3,102.5,112.4,－
30人以上,平成23,2011,6月,99.6,0.1,101.8,99.3,100.7,113.9,109.2,102.3,101.9,97.4,－,－,－,－,96.8,104.3,115,－
30人以上,平成23,2011,7月,99.5,0.3,102.8,99.3,101.9,103,109.2,102.3,101.4,97.9,－,－,－,－,95.7,104.3,114.4,－
30人以上,平成23,2011,8月,98.5,-1.4,104.1,99.9,100.7,99.9,108.4,101.3,100.2,96.7,－,－,－,－,93.5,102.7,114.9,－
30人以上,平成23,2011,9月,99.5,-0.6,102.6,101.1,101.6,100.6,107.5,100.7,102,98.9,－,－,－,－,96.3,104.3,112.5,－
30人以上,平成23,2011,10月,99.7,-0.6,103.2,100.8,102.5,102.5,106,103.6,103.8,96.7,－,－,－,－,97.6,101.4,115.2,－
30人以上,平成23,2011,11月,99.9,-0.1,102.4,100.9,101.4,102.1,110.7,106.1,103.4,97.5,－,－,－,－,95.4,100.7,114.1,－
30人以上,平成23,2011,12月,101.2,0.8,102,100.6,103,100.7,110.5,105.6,106.3,100.8,－,－,－,－,94.9,103.7,114.1,－
30人以上,平成23,2011,12月（対前年同月比（％））,－,－,-0.3,-0.3,1.8,-1.3,0,-1.8,3.6,-0.2,1,0.1,-3.5,4,-0.3,-0.3,1.2,1.8
,,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２３年１２月分,,,,,,,,,,,,,,,,,,,,,
第13表　名目賃金指数（きまって支給する給与）,,,,,,,,,,,,,,,,,,,,,
（平成１７年平均＝100）,,,,,,,,,,,,,,,,,,,,,
平成22年１月分から平成19年11月改定の日本標準産業分類による表章に変更しています。平成21年以前と接続しない産業は、指数は算出できないため「－」と表記していますが、対前年同月比は実数から算出しています。,,,,,,,,,,,,,,,,,,,,,
