規模,和暦年,西暦年,年平均・月・対前年同月比,調査産業計,調査産業計／対前年比・対前年同月比（％）,鉱業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業,卸売・小売業,金融・保険業,不動産業,飲食店，宿泊業,医療，福祉,教育，学習支援業,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成21,2009,10月,98.3,-0.6,106.2,98.8,97.6,108.2,104.1,101.4,100.4,98.2,99.8,83.6,109.8,89.9,120.7,99.2
５人以上,平成21,2009,11月,98.3,-0.2,102.7,98.6,98.2,105.4,105,102.1,102,99.1,99,81.4,109.3,87.3,107.4,98.2
５人以上,平成21,2009,11月（対前年同月比（％））,－,－,-3.6,-0.6,-0.9,-3.3,1.6,-1.9,0.2,0.1,0.1,2.8,2.9,-2.2,0.4,-0.7
30人以上,平成15,2003,年平均,97.5,－,102.8,96.6,108.6,87.3,－,－,－,－,－,－,－,－,－,－
30人以上,平成16,2004,年平均,100.5,3.1,107.7,95.9,108.4,107.3,－,－,－,－,－,－,－,－,－,－
30人以上,平成17,2005,年平均,100,-0.5,100,100,100,100,100,100,100,100,100,100,100,100,100,100
30人以上,平成18,2006,年平均,99.4,-0.6,99.1,97,99.7,99.7,99.1,101.1,103,96.7,101.8,92.2,99.5,101.2,99,97.2
30人以上,平成19,2007,年平均,100.6,1.2,99.9,98.1,99.4,99.9,102.1,102.2,102.5,99.5,101.8,86.9,108.4,100.6,97.5,99.5
30人以上,平成20,2008,年平均,101.3,0.7,103,98.9,100.7,104.8,105.2,105.3,105.9,100.5,100.4,77.5,105.6,96.8,113.7,100.5
30人以上,平成20,2008,11月,100.5,-0.3,104.1,99.7,100.6,112,104.6,106.5,105,99.2,99.3,75.6,103.2,93.1,109.6,100.8
30人以上,平成20,2008,12月,100.4,-0.3,105.1,100.6,100.5,105.7,106.5,107,103.6,98.7,100.4,73.1,103.5,94.1,110.2,100.9
30人以上,平成21,2009,1月,99,-2,111.1,100.1,99,107.1,105.1,104.6,103,97.7,97.8,67.8,103.6,94.2,115.6,98.3
30人以上,平成21,2009,2月,100.3,-1.4,108.1,101,98.3,107.1,107.3,104.6,107.6,96.7,97.1,72.7,104.8,93.7,113.2,99.6
30人以上,平成21,2009,3月,101.4,-1.2,107.4,103.8,99.2,109.4,109.1,104,107.4,99.6,96.4,75.3,104.2,97,113.7,100.2
30人以上,平成21,2009,4月,101.4,-1.3,108.7,104.1,99.4,110.5,107.2,106.5,107.7,100.2,97.4,74.4,106.7,95.8,122.7,98.9
30人以上,平成21,2009,5月,98,-3.2,107.3,96.6,96.1,106.3,104.1,105.1,101.5,95.8,98.3,66.7,106.2,95.4,116.4,96.6
30人以上,平成21,2009,6月,99.9,-1.1,105.3,101.7,97.7,106.7,105.4,105.2,106.5,97.1,98.8,72.8,105.1,94.1,117.7,98
30人以上,平成21,2009,7月,99.5,-1.8,106.1,101.6,97.3,107.9,107.2,104.7,102.1,99,97.1,74.9,107.2,94.5,113.3,97.2
30人以上,平成21,2009,8月,99.8,-1.4,102,100.3,98.1,105,106.2,104.6,105.8,98.5,94.2,72.4,104,91.5,114.3,98.7
30人以上,平成21,2009,9月,99,-2,102.3,103.1,97.7,107.6,105.8,106.4,102.9,97,96.2,69.6,105.3,92.4,113.2,96.4
30人以上,平成21,2009,10月,99.4,-1.4,103.7,100.9,97.6,110.1,105.1,103.9,101.6,96.8,94.8,77.6,104.9,94.5,126.7,99.6
30人以上,平成21,2009,11月,99.5,-1,100.3,100.7,98,107.1,106.4,105,104.1,97.9,94.9,74.3,103.3,91.7,111.9,98.5
30人以上,平成21,2009,11月（対前年同月比（％））,－,－,-3.7,1,-2.6,-4.4,1.7,-1.4,-0.9,-1.3,-4.4,-1.7,0.1,-1.5,2.1,-2.3
,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年１１月分,,,,,,,,,,,,,,,,,,,
第13表　名目賃金指数（きまって支給する給与）,,,,,,,,,,,,,,,,,,,
（平成１７年平均＝100）,,,,,,,,,,,,,,,,,,,
調査対象事業所の抽出替えに伴い、指数を平成21年１月分確報公表時に過去に遡って改訂しています（賃金指数、労働時間指数は平成19年以降、常用雇用指数は平成17年以降）。,,,,,,,,,,,,,,,,,,,
