中野,鷺宮,バスケットボール,2,2,4,10,2,3,0,13,2,2,1,2,0,4,1
中野,鷺宮,計,,,15,32,14,12,5,44,19,8,5,4,2,12,7
中野,富士,剣道,,,4,3,2,6,3,9,5,1,1,3,2,4,3
中野,武蔵丘,硬式野球,3,-,3,4,1,-,-,4,1,3,1,-,-,3,1
中野,武蔵丘,サッカー,3,-,3,3,3,-,-,3,3,2,2,-,-,2,2
中野,武蔵丘,計,,,6,7,4,-,-,7,4,5,3,-,-,5,3
杉並,杉並,硬式野球,3,-,3,7,2,-,-,7,2,3,0,-,-,3,0
杉並,杉並,サッカー,3,-,3,9,5,-,-,9,5,0,0,-,-,0,0
杉並,杉並,水泳,,,2,7,2,1,1,8,3,1,1,1,1,2,2
杉並,杉並,バスケットボール,2,-,2,7,3,-,-,7,3,2,1,-,-,2,1
杉並,杉並,計,,,10,30,12,1,1,31,13,6,2,1,1,7,3
杉並,豊多摩,剣道,,,2,3,3,1,0,4,3,1,1,1,0,2,1
杉並,豊多摩,硬式野球,2,-,2,6,2,-,-,6,2,2,1,-,-,2,1
杉並,豊多摩,ラグビー,2,-,2,4,1,-,-,4,1,2,0,-,-,2,0
杉並,豊多摩,計,,,6,13,6,1,0,14,6,5,2,1,0,6,2
豊島,豊島,サッカー,3,-,3,9,4,-,-,9,4,3,1,-,-,3,1
豊島,豊島,バスケットボール,-,2,2,-,-,6,1,6,1,-,-,2,0,2,0
豊島,豊島,バレーボール,-,2,2,-,-,6,1,6,1,-,-,2,0,2,0
豊島,豊島,計,,,7,9,4,12,2,21,6,3,1,4,0,7,1
豊島,文京,硬式野球,3,-,3,17,4,-,-,17,4,3,2,-,-,3,2
豊島,文京,バスケットボール,2,2,4,4,2,3,1,7,3,2,0,2,0,4,0
豊島,文京,バレーボール,-,2,2,-,-,5,1,5,1,-,-,2,0,2,0
豊島,文京,陸上競技,,,3,11,5,2,0,13,5,2,0,1,0,3,0
豊島,文京,計,,,12,32,11,10,2,42,13,7,2,5,0,12,2
板橋,板橋,硬式野球,2,-,2,3,3,-,-,3,3,2,2,-,-,2,2
板橋,板橋,バスケットボール,-,5,5,-,-,9,3,9,3,-,-,5,1,5,1
板橋,板橋,陸上競技,,,4,3,1,2,1,5,2,2,0,2,1,4,1
板橋,板橋,計,,,11,6,4,11,4,17,8,4,2,7,2,11,4
板橋,高島,剣道,,,3,1,0,3,2,4,2,1,0,2,1,3,1
板橋,高島,硬式野球,3,-,3,12,3,-,-,12,3,3,1,-,-,3,1
板橋,高島,サッカー,3,-,3,11,3,-,-,11,3,3,1,-,-,3,1
板橋,高島,ソフトテニス,2,-,2,5,1,-,-,5,1,2,0,-,-,2,0
板橋,高島,バスケットボール,3,3,6,10,2,8,1,18,3,3,0,3,1,6,1
板橋,高島,バレーボール,-,3,3,-,-,13,3,13,3,-,-,3,2,3,2
板橋,高島,陸上競技,,,2,3,1,2,0,5,1,1,0,1,0,2,0
板橋,高島,計,,,22,42,10,26,6,68,16,13,2,9,4,22,6
練馬,石神井,英語,,,2,0,0,3,1,3,1,0,0,0,0,0,0
練馬,石神井,サッカー,4,-,4,18,7,-,-,18,7,4,2,-,-,4,2
練馬,石神井,バスケットボール,3,-,3,6,2,-,-,6,2,3,1,-,-,3,1
練馬,石神井,ラグビー,2,-,2,3,2,-,-,3,2,1,0,-,-,1,0
練馬,石神井,計,,,11,27,11,3,1,30,12,8,3,0,0,8,3
練馬,練馬,剣道,2,1,3,2,0,1,0,3,0,1,0,1,0,2,0
練馬,練馬,硬式野球,3,-,3,7,1,-,-,7,1,3,0,-,-,3,0
練馬,練馬,バスケットボール,2,2,4,6,1,4,0,10,1,2,0,2,0,4,0
練馬,練馬,バレーボール,-,2,2,-,-,3,0,3,0,-,-,1,0,1,0
練馬,練馬,計,,,12,15,2,8,0,23,2,6,0,4,0,10,0
練馬,光丘,剣道,3,3,6,4,0,2,1,6,1,3,0,2,1,5,1
練馬,光丘,硬式野球,3,-,3,2,1,-,-,2,1,2,1,-,-,2,1
練馬,光丘,サッカー,3,-,3,10,2,-,-,10,2,1,0,-,-,1,0
練馬,光丘,バスケットボール,3,-,3,8,3,-,-,8,3,3,1,-,-,3,1
練馬,光丘,計,,,15,24,6,2,1,26,7,9,2,2,1,11,3
足立,足立,サッカー,2,-,2,7,0,-,-,7,0,2,0,-,-,2,0
足立,足立,バスケットボール,3,-,3,2,0,-,-,2,0,2,0,-,-,2,0
足立,足立,ラグビー,2,-,2,0,0,-,-,0,0,0,0,-,-,0,0
足立,足立,陸上競技,,,3,5,0,2,0,7,0,2,0,1,0,3,0
足立,足立,計,,,10,14,0,2,0,16,0,6,0,1,0,7,0
足立,足立新田,吹奏楽,,,2,0,0,7,1,7,1,0,0,2,0,2,0
足立,足立新田,硬式野球,6,-,6,18,9,-,-,18,9,6,4,-,-,6,4
足立,足立新田,相撲,3,-,3,3,2,-,-,3,2,3,2,-,-,3,2
足立,足立新田,バスケットボール,-,2,2,-,-,2,0,2,0,-,-,2,0,2,0
足立,足立新田,バレーボール,4,3,7,10,5,9,2,19,7,4,2,3,1,7,3
足立,足立新田,陸上競技,,,5,12,2,4,0,16,2,4,1,1,0,5,1
足立,足立新田,計,,,25,43,18,22,3,65,21,17,9,8,1,25,10
足立,足立西,硬式野球,3,-,3,14,3,-,-,14,3,3,0,-,-,3,0
足立,足立西,サッカー,2,-,2,3,0,-,-,3,0,2,0,-,-,2,0
足立,足立西,バレーボール,-,2,2,-,-,3,0,3,0,-,-,2,0,2,0
足立,足立西,計,,,7,17,3,3,0,20,3,5,0,2,0,7,0
足立,足立東,吹奏楽,,,4,1,0,2,0,3,0,0,0,2,0,2,0
足立,足立東,サッカー,2,-,2,6,0,-,-,6,0,2,0,-,-,2,0
足立,足立東,陸上競技,,,4,2,0,2,0,4,0,2,0,2,0,4,0
足立,足立東,計,,,10,9,0,4,0,13,0,4,0,4,0,8,0
足立,淵江,硬式野球,5,-,5,6,2,-,-,6,2,5,1,-,-,5,1
葛飾,葛飾野,硬式野球,4,-,4,10,2,-,-,10,2,4,1,-,-,4,1
葛飾,葛飾野,サッカー,4,-,4,31,8,-,-,31,8,4,1,-,-,4,1
葛飾,葛飾野,柔道,,,2,2,0,0,0,2,0,0,0,0,0,0,0
葛飾,葛飾野,計,,,10,43,10,0,0,43,10,8,2,0,0,8,2
江戸川,江戸川,硬式野球,2,-,2,6,5,-,-,6,5,2,2,-,-,2,2
江戸川,江戸川,ソフトボール,-,2,2,-,-,4,0,4,0,-,-,2,0,2,0
江戸川,江戸川,バスケットボール,-,2,2,-,-,5,2,5,2,-,-,2,1,2,1
江戸川,江戸川,バレーボール,-,2,2,-,-,6,1,6,1,-,-,2,0,2,0
江戸川,江戸川,ハンドボール,2,-,2,2,2,-,-,2,2,2,2,-,-,2,2
江戸川,江戸川,計,,,10,8,7,15,3,23,10,4,4,6,1,10,5
江戸川,葛西南,剣道,5,-,5,8,3,-,-,8,3,5,2,-,-,5,2
江戸川,小岩,硬式野球,2,-,2,7,1,-,-,7,1,2,1,-,-,2,1
江戸川,小岩,バスケットボール,2,2,4,7,1,3,1,10,2,2,0,2,1,4,1
江戸川,小岩,バドミントン,3,3,6,12,1,9,1,21,2,3,1,3,1,6,2
江戸川,小岩,ハンドボール,,,2,1,0,0,0,1,0,1,0,0,0,1,0
江戸川,小岩,計,,,14,27,3,12,2,39,5,8,2,5,2,13,4
江戸川,篠崎,和太鼓,,,2,0,0,0,0,0,0,0,0,0,0,0,0
江戸川,篠崎,剣道,,,6,3,2,3,1,6,3,3,2,3,1,6,3
江戸川,篠崎,硬式野球,4,-,4,9,1,-,-,9,1,4,0,-,-,4,0
江戸川,篠崎,計,,,12,12,3,3,1,15,4,7,2,3,1,10,3
八王子,片倉（普通科）,吹奏楽,,,5,3,2,18,3,21,5,0,0,5,0,5,0
八王子,片倉（普通科）,アメリカンフットボール,1,-,1,2,0,-,-,2,0,1,0,-,-,1,0
八王子,片倉（普通科）,硬式野球,5,-,5,27,9,-,-,27,9,5,2,-,-,5,2
八王子,片倉（普通科）,サッカー,4,-,4,9,4,-,-,9,4,4,2,-,-,4,2
八王子,片倉（普通科）,陸上競技,,,2,3,1,1,0,4,1,1,0,1,0,2,0
八王子,片倉（普通科）,計,,,17,44,16,19,3,63,19,11,4,6,0,17,4
八王子,八王子北,吹奏楽,,,2,0,0,4,1,4,1,0,0,2,1,2,1
八王子,八王子北,硬式野球,4,-,4,12,3,-,-,12,3,4,3,-,-,4,3
八王子,八王子北,サッカー,2,-,2,2,0,-,-,2,0,2,0,-,-,2,0
八王子,八王子北,計,,,8,14,3,4,1,18,4,6,3,2,1,8,4
八王子,富士森,吹奏楽,,,4,4,1,19,10,23,11,1,1,3,3,4,4
八王子,富士森,硬式野球,5,-,5,9,2,-,-,9,2,5,2,-,-,5,2
八王子,富士森,バスケットボール,-,3,3,-,-,5,1,5,1,-,-,3,1,3,1
八王子,富士森,バレーボール,-,3,3,-,-,8,4,8,4,-,-,3,2,3,2
八王子,富士森,陸上競技（中長距離）,3,-,3,1,0,-,-,1,0,1,0,-,-,1,0
八王子,富士森,計,,,18,14,3,32,15,46,18,7,3,9,6,16,9
八王子,松が谷（普通科）,アーチェリー,,,1,0,0,2,1,2,1,0,0,1,0,1,0
八王子,松が谷（普通科）,剣道,,,2,3,2,4,2,7,4,1,1,1,0,2,1
八王子,松が谷（普通科）,硬式テニス,,,3,3,1,2,1,5,2,1,0,2,1,3,1
八王子,松が谷（普通科）,硬式野球,3,-,3,12,3,-,-,12,3,3,0,-,-,3,0
八王子,松が谷（普通科）,バスケットボール,-,2,2,-,-,4,1,4,1,-,-,2,0,2,0
八王子,松が谷（普通科）,陸上競技,,,3,4,0,1,0,5,0,2,0,1,0,3,0
八王子,松が谷（普通科）,計,,,14,22,6,13,5,35,11,7,1,7,1,14,2
府中,府中,演劇,,,2,2,0,3,1,5,1,0,0,1,0,1,0
府中,府中,地学,,,2,2,1,0,0,2,1,1,0,0,0,1,0
府中,府中,バレーボール,-,3,3,-,-,5,1,5,1,-,-,3,1,3,1
府中,府中,計,,,7,4,1,8,2,12,3,1,0,4,1,5,1
府中,府中西,硬式野球,3,-,3,2,1,-,-,2,1,2,1,-,-,2,1
府中,府中西,ハンドボール,2,2,4,3,1,1,1,4,2,2,1,1,1,3,2
府中,府中西,ラグビー,3,-,3,2,1,-,-,2,1,2,1,-,-,2,1
府中,府中西,計,,,10,7,3,1,1,8,4,6,3,1,1,7,4
府中,府中東,硬式野球,5,-,5,7,2,-,-,7,2,4,1,-,-,4,1
府中,府中東,サッカー,4,-,4,24,3,-,-,24,3,4,2,-,-,4,2
府中,府中東,バスケットボール,-,4,4,-,-,5,3,5,3,-,-,4,2,4,2
府中,府中東,バレーボール,-,4,4,-,-,13,1,13,1,-,-,4,0,4,0
府中,府中東,計,,,17,31,5,18,4,49,9,8,3,8,2,16,5
小平,小平（普通科）,硬式野球,3,-,3,8,6,-,-,8,6,3,3,-,-,3,3
小平,小平（普通科）,バレーボール,-,2,2,-,-,5,3,5,3,-,-,2,0,2,0
小平,小平（普通科）,計,,,5,8,6,5,3,13,9,3,3,2,0,5,3
小平,小平西,吹奏楽,,,2,1,1,3,2,4,3,0,0,2,1,2,1
小平,小平西,硬式野球,5,-,5,21,6,-,-,21,6,5,0,-,-,5,0
小平,小平西,ソフトボール,-,5,5,-,-,9,4,9,4,-,-,5,1,5,1
小平,小平西,ラグビー,5,-,5,2,1,-,-,2,1,1,0,-,-,1,0
小平,小平西,計,,,17,24,8,12,6,36,14,6,0,7,2,13,2
小平,小平南,硬式野球,2,-,2,7,3,-,-,7,3,2,2,-,-,2,2
小平,小平南,サッカー,2,-,2,2,2,-,-,2,2,1,1,-,-,1,1
小平,小平南,バスケットボール,2,2,4,1,0,2,1,3,1,1,0,2,1,3,1
小平,小平南,計,,,8,10,5,2,1,12,6,4,3,2,1,6,4
日野,日野,硬式野球,6,-,6,28,6,-,-,28,6,6,1,-,-,6,1
日野,日野,バスケットボール,3,3,6,10,6,5,2,15,8,3,3,3,0,6,3
日野,日野,バレーボール,-,3,3,-,-,1,1,1,1,-,-,1,1,1,1
日野,日野,計,,,15,38,12,6,3,44,15,9,4,4,1,13,5
東村山,東村山,吹奏楽,,,3,1,0,2,0,3,0,0,0,2,0,2,0
東村山,東村山,硬式野球,3,-,3,3,1,-,-,3,1,3,1,-,-,3,1
東村山,東村山,サッカー,3,-,3,6,2,-,-,6,2,3,2,-,-,3,2
東村山,東村山,バドミントン,,,3,6,0,2,1,8,1,3,0,0,0,3,0
東村山,東村山,陸上競技,,,3,4,1,0,0,4,1,1,0,0,0,1,0
東村山,東村山,計,,,15,20,4,4,1,24,5,10,3,2,0,12,3
東村山,東村山西,吹奏楽,,,3,0,0,4,2,4,2,0,0,3,2,3,2
東村山,東村山西,硬式野球,3,-,3,6,1,-,-,6,1,3,1,-,-,3,1
東村山,東村山西,サッカー,3,-,3,22,8,-,-,22,8,3,1,-,-,3,1
東村山,東村山西,計,,,9,28,9,4,2,32,11,6,2,3,2,9,4
福生,福生,美術,,,3,1,1,2,0,3,1,1,1,2,0,3,1
福生,福生,硬式野球,5,-,5,5,2,-,-,5,2,5,2,-,-,5,2
福生,福生,サッカー,5,-,5,23,8,-,-,23,8,5,2,-,-,5,2
福生,福生,バレーボール,-,3,3,-,-,5,0,5,0,-,-,3,0,3,0
福生,福生,計,,,16,29,11,7,0,36,11,11,5,5,0,16,5
狛江,狛江,硬式野球,3,-,3,9,4,-,-,9,4,3,1,-,-,3,1
狛江,狛江,サッカー,3,-,3,15,8,-,-,15,8,3,2,-,-,3,2
狛江,狛江,計,,,6,24,12,-,-,24,12,6,3,-,-,6,3
東大和,東大和,硬式テニス,-,2,2,-,-,4,0,4,0,-,-,2,0,2,0
東大和,東大和,硬式野球,2,-,2,7,1,-,-,7,1,2,0,-,-,2,0
東大和,東大和,サッカー,2,-,2,11,6,-,-,11,6,2,2,-,-,2,2
東大和,東大和,バスケットボール,2,-,2,12,4,-,-,12,4,2,2,-,-,2,2
東大和,東大和,バレーボール,2,2,4,7,5,0,0,7,5,2,2,0,0,2,2
東大和,東大和,ハンドボール,,,4,4,2,0,0,4,2,4,2,0,0,4,2
東大和,東大和,陸上競技,,,3,6,2,6,1,12,3,2,1,1,0,3,1
東大和,東大和,計,,,19,47,20,10,1,57,21,14,9,3,0,17,9
東大和,東大和南,硬式野球,3,-,3,5,3,-,-,5,3,3,2,-,-,3,2
東大和,東大和南,サッカー,4,-,4,22,6,-,-,22,6,4,0,-,-,4,0
東大和,東大和南,水泳,,,2,6,4,5,2,11,6,1,1,1,0,2,1
東大和,東大和南,バスケットボール,2,2,4,12,5,7,2,19,7,2,2,2,0,4,2
東大和,東大和南,陸上競技,,,2,3,2,3,2,6,4,1,1,1,1,2,2
東大和,東大和南,計,,,15,48,20,15,6,63,26,11,6,4,1,15,7
清瀬,清瀬,硬式野球,2,-,2,8,1,-,-,8,1,2,1,-,-,2,1
清瀬,清瀬,少林寺拳法,,,2,2,1,0,0,2,1,1,0,0,0,1,0
清瀬,清瀬,ソフトテニス,2,2,4,11,4,2,0,13,4,2,1,2,0,4,1
清瀬,清瀬,バレーボール,-,2,2,-,-,3,2,3,2,-,-,2,1,2,1
清瀬,清瀬,計,,,10,21,6,5,2,26,8,5,2,4,1,9,3
東久留米,久留米西,硬式野球,2,-,2,2,0,-,-,2,0,0,0,-,-,0,0
武蔵村山,武蔵村山,吹奏楽,,,1,0,0,3,1,3,1,0,0,1,1,1,1
武蔵村山,武蔵村山,剣道,,,4,3,3,2,0,5,3,3,3,1,0,4,3
武蔵村山,武蔵村山,硬式野球,4,-,4,7,2,-,-,7,2,4,0,-,-,4,0
武蔵村山,武蔵村山,サッカー,5,-,5,18,8,-,-,18,8,5,0,-,-,5,0
武蔵村山,武蔵村山,ソフトテニス,-,2,2,-,-,3,2,3,2,-,-,2,2,2,2
武蔵村山,武蔵村山,バレーボール,-,3,3,-,-,3,1,3,1,-,-,3,1,3,1
武蔵村山,武蔵村山,ハンドボール,,,3,1,0,2,1,3,1,1,0,2,1,3,1
武蔵村山,武蔵村山,計,,,22,29,13,13,5,42,18,13,3,9,5,22,8
多摩,永山,吹奏楽,,,4,0,0,6,3,6,3,0,0,4,2,4,2
多摩,永山,剣道,,,2,1,0,0,0,1,0,1,0,0,0,1,0
多摩,永山,硬式野球,4,-,4,7,2,-,-,7,2,4,0,-,-,4,0
多摩,永山,サッカー,2,-,2,5,3,-,-,5,3,1,0,-,-,1,0
多摩,永山,バスケットボール,2,-,2,13,2,-,-,13,2,2,0,-,-,2,0
多摩,永山,計,,,14,26,7,6,3,32,10,8,0,4,2,12,2
羽村,羽村,剣道,,,4,3,2,1,0,4,2,3,2,1,0,4,2
羽村,羽村,硬式野球,4,-,4,6,3,-,-,6,3,4,2,-,-,4,2
羽村,羽村,サッカー,4,-,4,4,2,-,-,4,2,4,2,-,-,4,2
羽村,羽村,陸上競技,,,4,5,2,0,0,5,2,4,2,0,0,4,2
羽村,羽村,計,,,16,18,9,1,0,19,9,15,8,1,0,16,8
西東京,田無,硬式野球,3,-,3,9,3,-,-,9,3,3,1,-,-,3,1
西東京,田無,柔道,,,3,3,0,1,0,4,0,3,0,0,0,3,0
西東京,田無,バレーボール,-,3,3,-,-,7,2,7,2,-,-,3,1,3,1
西東京,田無,陸上競技,,,3,5,2,0,0,5,2,3,0,0,0,3,0
西東京,田無,計,,,12,17,5,8,2,25,7,9,1,3,1,12,2
西東京,保谷,硬式野球,4,-,4,3,0,-,-,3,0,3,0,-,-,3,0
西東京,保谷,サッカー,4,-,4,22,14,-,-,22,14,4,3,-,-,4,3
西東京,保谷,ソフトボール,-,4,4,-,-,10,3,10,3,-,-,4,0,4,0
西東京,保谷,バスケットボール,-,3,3,-,-,6,4,6,4,-,-,3,2,3,2
西東京,保谷,バレーボール,-,3,3,-,-,7,4,7,4,-,-,3,2,3,2
西東京,保谷,計,,,18,25,14,23,11,48,25,7,3,10,4,17,7
江東,深川（普通科・外国語）,剣道,,,1,0,0,1,1,1,1,0,0,1,1,1,1
江東,深川（普通科・外国語）,サッカー,1,-,1,1,0,-,-,1,0,1,1,-,-,1,1
江東,深川（普通科・外国語）,計,,,2,1,0,1,1,2,1,1,1,1,1,2,2
あきる野,"五日市
（普通科・ことばと情報）",バスケットボール,-,1,1,-,-,0,0,0,0,-,-,0,0,0,0
墨田,墨田川,剣道,,,4,5,3,2,1,7,4,2,2,2,1,4,3
墨田,墨田川,サッカー,3,-,3,10,5,-,-,10,5,3,1,-,-,3,1
墨田,墨田川,柔道,,,3,3,2,0,0,3,2,3,2,0,0,3,2
墨田,墨田川,バスケットボール,3,-,3,6,4,-,-,6,4,3,1,-,-,3,1
墨田,墨田川,バレーボール,-,2,2,-,-,1,0,1,0,-,-,1,0,1,0
墨田,墨田川,計,,,15,24,14,3,1,27,15,11,6,3,1,14,7
大田,美原,サッカー,4,-,4,7,4,-,-,7,4,4,3,-,-,4,3
大田,美原,バスケットボール,2,-,2,4,1,-,-,4,1,2,0,-,-,2,0
大田,美原,バレーボール,-,4,4,-,-,4,4,4,4,-,-,4,4,4,4
大田,美原,陸上競技,,,2,2,1,1,0,3,1,1,0,1,0,2,0
大田,美原,計,,,12,13,6,5,4,18,10,7,3,5,4,12,7
北,飛鳥,英語,,,3,4,2,15,0,19,2,0,0,3,0,3,0
北,飛鳥,サッカー,-,5,5,-,-,10,3,10,3,-,-,5,2,5,2
北,飛鳥,バスケットボール,-,4,4,-,-,3,2,3,2,-,-,2,1,2,1
北,飛鳥,計,,,12,4,2,28,5,32,7,0,0,10,3,10,3
板橋,板橋有徳,英語,,,3,0,0,1,1,1,1,0,0,1,1,1,1
板橋,板橋有徳,書道,,,3,2,1,13,6,15,7,1,1,2,2,3,3
板橋,板橋有徳,バレーボール,-,3,3,-,-,3,0,3,0,-,-,3,0,3,0
板橋,板橋有徳,ラグビー,3,-,3,1,0,-,-,1,0,1,0,-,-,1,0
板橋,板橋有徳,計,,,12,3,1,17,7,20,8,2,1,6,3,8,4
練馬,大泉桜,美術,,,24,14,4,72,28,86,32,4,0,20,9,24,9
武蔵村山,上水,放送（アナウンス・朗読・番組等の表現）,,,1,0,0,0,0,0,0,0,0,0,0,0,0
武蔵村山,上水,剣道,,,4,6,2,5,1,11,3,2,0,2,0,4,0
武蔵村山,上水,硬式野球,4,-,4,6,2,-,-,6,2,4,2,-,-,4,2
武蔵村山,上水,バスケットボール,-,3,3,-,-,4,2,4,2,-,-,3,1,3,1
武蔵村山,上水,陸上競技（中長距離）,,,3,0,0,2,1,2,1,0,0,2,1,2,1
武蔵村山,上水,計,,,15,12,4,11,4,23,8,6,2,7,2,13,4
葛飾,農産,バスケットボール,-,4,4,-,-,2,0,2,0,-,-,1,0,1,0
江東,墨田工業,（機械）硬式野球,1,-,1,0,0,-,-,0,0,0,0,-,-,0,0
江東,墨田工業,（自動車）硬式野球,1,-,1,2,1,-,-,2,1,1,0,-,-,1,0
江東,墨田工業,（電気）硬式野球,2,-,2,3,0,-,-,3,0,2,0,-,-,2,0
江東,墨田工業,（建築）硬式野球,1,-,1,4,0,-,-,4,0,1,0,-,-,1,0
江東,墨田工業,計,,,5,9,1,-,-,9,1,4,0,-,-,4,0
世田谷,総合工科,ロボット,,,5,4,2,0,0,4,2,1,1,0,0,1,1
世田谷,総合工科,硬式野球,10,-,10,11,3,-,-,11,3,10,3,-,-,10,3
世田谷,総合工科,バスケットボール,5,-,5,4,0,-,-,4,0,4,0,-,-,4,0
世田谷,総合工科,計,,,20,19,5,0,0,19,5,15,4,0,0,15,4
杉並,杉並工業,サッカー,5,-,5,3,0,-,-,3,0,3,0,-,-,3,0
杉並,杉並工業,柔道,5,-,5,5,1,-,-,5,1,5,1,-,-,5,1
杉並,杉並工業,バレーボール,3,-,3,3,0,-,-,3,0,3,0,-,-,3,0
杉並,杉並工
