事業所規模,和暦年,西暦年,年平均・月・前年比・前年同月比,調査産業計,鉱業，採石業，砂利採取業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成22,2010,5月,99.6,110.5,95.8,101.3,105.5,107.1,103.3,104.4,100.6,－,－,－,－,93.4,111.1,110.6,－
５人以上,平成22,2010,6月,99.6,108.2,96.1,101.3,105.2,106.6,102.4,104.9,101.3,－,－,－,－,92.6,110.5,110.6,－
５人以上,平成22,2010,7月,99.9,111.2,98.4,103.7,105.6,107.9,100.8,104.1,102.7,－,－,－,－,94.8,108.5,111.8,－
５人以上,平成22,2010,8月,99.8,108.1,97.1,103.3,104.2,108,101.3,104.9,101.6,－,－,－,－,95.8,108,110.7,－
５人以上,平成22,2010,9月,99.7,106,98.4,102.6,106.1,109,103.5,103.4,101.4,－,－,－,－,95.4,108.6,108.8,－
５人以上,平成22,2010,10月,99.1,106,98.4,102.3,107.4,107.2,101.7,103.3,101,－,－,－,－,94.6,107.7,109.5,－
５人以上,平成22,2010,11月,99.3,107.3,97.5,102.5,106.5,108.5,101.1,103.9,101.5,－,－,－,－,92.3,107.4,111,－
５人以上,平成22,2010,12月,100.1,105.8,101,103.1,102.6,109.9,104,103.6,103.6,－,－,－,－,93.2,107.7,110.6,－
５人以上,平成16,2004,年平均（前年比（％））,1.8,-2,0.9,0.6,21,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,平成17,2005,年平均（前年比（％））,1.7,-5.7,3.8,-5.3,-4.6,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,平成18,2006,年平均（前年比（％））,-0.5,1.3,-1.7,-0.9,-0.5,-0.9,-0.2,2,-3.1,－,－,－,－,0.4,2.9,0.6,－
５人以上,平成19,2007,年平均（前年比（％））,0,1,1,-0.7,-0.3,2.4,1.8,-0.8,1.9,－,－,－,－,-3.7,3.1,-1.2,－
５人以上,平成20,2008,年平均（前年比（％））,-1.3,1.9,-1.8,-0.1,2.1,1.4,1.1,0.7,0.1,－,－,－,－,-6.1,-0.6,9,－
５人以上,平成21,2009,年平均（前年比（％））,0.4,3.5,1.7,-0.3,4.1,2.1,0.3,0.3,0,－,－,－,－,-0.9,2.9,2.2,－
５人以上,平成22,2010,年平均（前年比（％））,1.3,0.7,-1.2,4.2,0.9,2.7,0.1,2.4,3,－,－,－,－,5,1.3,0.5,－
５人以上,平成22,2010,1月（前年同月比（％））,2.6,-4.2,-0.6,1.3,2.9,4.2,-0.3,7.5,3.5,－,－,－,－,1,7.8,2.4,－
５人以上,平成22,2010,2月（前年同月比（％））,1.6,-0.5,-1,4.4,2.6,0.9,2.6,2.2,5.3,－,－,－,－,3.6,6,2.9,－
５人以上,平成22,2010,3月（前年同月比（％））,2.1,0.4,-0.8,3.1,3.3,2.2,4,3.8,2.7,－,－,－,－,8,4.1,6.5,－
５人以上,平成22,2010,4月（前年同月比（％））,2.1,2.4,-2.2,4.5,1.2,2.3,1.8,2.6,3.2,－,－,－,－,6.8,4,0,－
５人以上,平成22,2010,5月（前年同月比（％））,3.1,1.2,1.3,6,2,4.3,1,4.7,4.8,－,－,－,－,2,3.5,1.1,－
５人以上,平成22,2010,6月（前年同月比（％））,1.1,0.4,-2.9,3.8,1,2.1,-0.7,1.3,3.8,－,－,－,－,2,2.5,-0.6,－
５人以上,平成22,2010,7月（前年同月比（％））,0.7,1.8,-2.1,5.7,-0.9,1.5,-2.5,2.4,2.3,－,－,－,－,5.1,-2.7,2,－
５人以上,平成22,2010,8月（前年同月比（％））,1,3.3,-1.1,5.3,0.6,2.7,-1.2,1.4,1.8,－,－,－,－,9.6,-1,0.9,－
５人以上,平成22,2010,9月（前年同月比（％））,1.5,1,-2.8,4.6,0,4,-0.5,1.9,2.9,－,－,－,－,7.9,-1.5,-0.1,－
５人以上,平成22,2010,10月（前年同月比（％））,0,-1,-1.2,4,-1.6,2.2,-0.5,2.1,2,－,－,－,－,4.4,-2.7,-10,－
５人以上,平成22,2010,11月（前年同月比（％））,0,3.5,-2.1,3.3,0,2.3,-1.9,0.9,1.4,－,－,－,－,4.6,-2.7,2.3,－
５人以上,平成22,2010,12月（前年同月比（％））,0.3,2.1,1.6,3.8,-2.6,2.8,-1,-0.5,2.8,－,－,－,－,4.5,-1.6,0.9,－
30人以上,平成15,2003,年平均,96.9,102.2,96,108,86.8,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,平成16,2004,年平均,99.9,107.1,95.3,107.8,106.7,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,平成17,2005,年平均,100,100,100,100,100,100,100,100,100,－,－,－,－,100,100,100,－
30人以上,平成18,2006,年平均,99.2,98.9,96.8,99.5,99.5,98.9,100.9,102.8,96.5,－,－,－,－,101,99.3,98.8,－
30人以上,平成19,2007,年平均,100.5,99.8,98,99.3,99.8,102,102.1,102.4,99.4,－,－,－,－,100.5,108.3,97.4,－
30人以上,平成20,2008,年平均,100.1,101.8,97.7,99.5,103.6,104,104.1,104.6,99.3,－,－,－,－,95.7,104.3,112.4,－
30人以上,平成21,2009,年平均,99.8,105.2,101.2,98.1,107.5,106.3,105.1,104.6,97.9,－,－,－,－,94,104.7,116,－
30人以上,平成22,2010,年平均,101,106.1,99.3,101.3,106.9,109.2,106.1,105.5,99.7,－,－,－,－,98.1,105.6,115.6,－
30人以上,平成22,2010,1月,100.5,105.7,100.3,98.3,107.8,108.4,102.8,109.1,98.8,－,－,－,－,94.9,109.2,116.8,－
30人以上,平成22,2010,2月,100.8,106.8,100.6,101.3,107.7,107.4,107.4,106.1,99.9,－,－,－,－,96.8,106.6,115.7,－
30人以上,平成22,2010,3月,102.2,106.9,102,100.5,110.4,109.9,107.5,108.1,100,－,－,－,－,104.8,104,120.5,－
30人以上,平成22,2010,4月,102.6,110.3,100.2,102.1,109.3,108.4,107.8,108.3,101.1,－,－,－,－,103.4,106.8,120.7,－
30人以上,平成22,2010,5月,100.6,108,96.9,100.8,105.9,108.3,105.5,105,98.4,－,－,－,－,97.1,105.3,115.6,－
30人以上,平成22,2010,6月,100.4,105.5,96.8,100.4,105.5,107.9,104.3,104.7,99.1,－,－,－,－,96.4,105,115,－
30人以上,平成22,2010,7月,100.8,108.5,99,102.6,106.3,109.3,104.9,103.7,100.1,－,－,－,－,97.9,105.6,115.2,－
30人以上,平成22,2010,8月,101,105.6,98.1,102.4,104.9,109.7,105.3,105.7,99.3,－,－,－,－,98.8,104.2,114.6,－
30人以上,平成22,2010,9月,100.8,103.5,99.4,101.6,106.8,110.5,107.6,102.7,99,－,－,－,－,97.6,105,111.7,－
30人以上,平成22,2010,10月,100.4,103.5,99.1,101.7,108.2,108.6,105.8,103.7,98.6,－,－,－,－,97.9,104.7,112.5,－
30人以上,平成22,2010,11月,100.5,104.7,97,101.6,106.8,110.1,105,104.6,99.7,－,－,－,－,94.9,104.7,114.5,－
30人以上,平成22,2010,12月,101.4,103.3,101.9,102.2,103,111.6,108.6,103.6,102,－,－,－,－,96.2,105.1,113.9,－
30人以上,平成16,2004,年平均（前年比（％））,3.1,4.8,-0.7,-0.2,22.9,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,平成17,2005,年平均（前年比（％））,0.1,-6.6,4.9,-7.2,-6.3,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,平成18,2006,年平均（前年比（％））,-0.8,-1.1,-3.2,-0.5,-0.5,-1.1,0.9,2.8,-3.5,－,－,－,－,1,-0.7,-1.2,－
30人以上,平成19,2007,年平均（前年比（％））,1.3,0.9,1.2,-0.2,0.3,3.1,1.2,-0.4,3,－,－,－,－,-0.5,9.1,-1.4,－
30人以上,平成20,2008,年平均（前年比（％））,-0.4,2,-0.3,0.2,3.8,2,2,2.1,-0.1,－,－,－,－,-4.8,-3.7,15.4,－
30人以上,平成21,2009,年平均（前年比（％））,-0.3,3.3,3.6,-1.4,3.8,2.2,1,0,-1.4,－,－,－,－,-1.8,0.4,3.2,－
30人以上,平成22,2010,年平均（前年比（％））,1.2,0.9,-1.9,3.3,-0.6,2.7,1,0.9,1.8,－,－,－,－,4.4,0.9,-0.3,－
30人以上,平成22,2010,1月（前年同月比（％））,2.3,-4.1,1,0.1,1.4,3.9,-1,6.8,2,－,－,－,－,1.5,6.2,1.8,－
30人以上,平成22,2010,2月（前年同月比（％））,1,-0.7,0.1,3.6,1,0.6,3.2,-0.9,3.8,－,－,－,－,3.9,2.2,2.8,－
30人以上,平成22,2010,3月（前年同月比（％））,1.6,0.4,-1,2.1,1.8,1.6,4.2,1.5,1.2,－,－,－,－,8.9,0.6,6.8,－
30人以上,平成22,2010,4月（前年同月比（％））,2,2.3,-3,3.5,-0.3,2,2,1.4,1.7,－,－,－,－,8.8,0.8,-0.8,－
30人以上,平成22,2010,5月（前年同月比（％））,3.3,1.2,0.9,5.5,0.2,4.6,1,4.1,3.4,－,－,－,－,2.4,-0.3,-0.1,－
30人以上,平成22,2010,6月（前年同月比（％））,0.6,0.3,-4.7,2.9,-1,2.5,-0.8,-1.6,2.2,－,－,－,－,2.6,0,-2.2,－
30人以上,平成22,2010,7月（前年同月比（％））,0.8,1.8,-3,4.9,-1.9,1.5,-0.3,1.1,0.6,－,－,－,－,3.1,-1.9,1.1,－
30人以上,平成22,2010,8月（前年同月比（％））,1.1,3.4,-2.3,4.3,-0.2,3.2,0.6,-0.2,0.7,－,－,－,－,7.9,0.1,0.2,－
30人以上,平成22,2010,9月（前年同月比（％））,1.6,1,-3.8,3.8,-0.9,4.2,0.9,-0.4,1.9,－,－,－,－,5.4,-0.5,-1.5,－
30人以上,平成22,2010,10月（前年同月比（％））,0.2,-1,-2.6,3.4,-2.5,2.5,1.1,1.3,1,－,－,－,－,2.7,-0.9,-11.9,－
30人以上,平成22,2010,11月（前年同月比（％））,0,3.4,-4.6,2.6,-1.3,2.4,-1,-0.6,0.8,－,－,－,－,2.5,0.4,1.3,－
30人以上,平成22,2010,12月（前年同月比（％））,0.4,2.1,0.7,2.9,-3.6,3.2,0.6,-2.8,2.4,－,－,－,－,2.8,2.3,-1,－
,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成22年確報,,,,,,,,,,,,,,,,,,,,
第１７表　実質賃金指数 （きまって支給する給与）,,,,,,,,,,,,,,,,,,,,
（平成17年平均=100）,,,,,,,,,,,,,,,,,,,,
（注）平成22年１月分から平成19年11月改定の日本標準産業分類による表章に変更しています。平成21年以前の指数（旧産業分類）と接続しない産業の指数、前年比等については算出できないため、「－」と表記しています。,,,,,,,,,,,,,,,,,,,,
